skills,experience,salary,location,job_interest,sector,education_level
"Masonry, Plumbing, Safety Procedures, Site Management, Carpentry",6,118820,Tlemcen,Construction,Construction,Ingénieur
"Content Creation, Social Media, Copywriting, Analytics",1,79503,Bejaia,Marketing,Business,High School
"Risk Management, Investment, Excel",5,104444,M'Sila,Finance,Business,High School
"Linux, Networking, Security",1,119641,Chlef,System Administration,Information Technology,Doctorate
"Virtualization, Scripting, Windows Server, Security",3,129645,Batna,System Administration,Information Technology,Bachelor's
"Design, Project Management, AutoCAD, Blueprint Reading, SolidWorks, MATLAB",7,85380,Setif,Engineering,Engineering,Bachelor's
"Case Management, Regulatory Compliance, Negotiation",3,65171,Skikda,Legal,Legal,Bachelor's
"Sales Forecasting, CRM, Customer Service, Lead Generation, Negotiation, Cold Calling",1,133412,Blida,Sales,Business,Master's
"3D Modeling, Illustrator, Photoshop, Creativity",2,112787,Annaba,Art & Design,Creative,Doctorate
"Litigation, Contracts, Case Management",4,67085,Skikda,Legal,Legal,Technical Diploma
"Legal Research, Case Management, Litigation, Negotiation, Regulatory Compliance",2,60014,Biskra,Legal,Legal,Doctorate
"Reservation Systems, Front Desk, Event Planning",10,70205,Tizi Ouzou,Hospitality,Tourism & Hospitality,Technical Diploma
"Teaching, Classroom Management, E-Learning",12,137159,Oran,Education,Education,No Formal Education
"SIEM, Forensics, Ethical Hacking, Firewalls, Penetration Testing, Network Security",4,69067,M'Sila,Cybersecurity,Information Technology,No Formal Education
"EMR, Anatomy, Medical Terminology",1,144057,Mostaganem,Healthcare,Health,No Formal Education
"SolidWorks, AutoCAD, Design, Blueprint Reading",6,73599,Chlef,Engineering,Engineering,Doctorate
"Teaching, Assessment, Classroom Management, E-Learning",2,72691,Setif,Education,Education,Bachelor's
"Security, Windows Server, Virtualization, Networking",1,67710,Batna,System Administration,Information Technology,High School
"SIEM, Ethical Hacking, Penetration Testing, Network Security",11,117558,Oran,Cybersecurity,Information Technology,Bachelor's
"Customer Service, Cold Calling, Sales Forecasting, CRM, Negotiation",2,39188,Sidi Bel Abbès,Sales,Business,Master's
"Python, Java, REST",1,99555,Annaba,Software Engineering,Information Technology,Ingénieur
"Copywriting, Analytics, Content Creation",4,60836,Biskra,Marketing,Business,Bachelor's
"Photoshop, 3D Modeling, Graphic Design, Illustrator, Creativity",6,65488,Setif,Art & Design,Creative,Master's
"Warehouse Ops, Inventory Management, Supply Chain, Fleet Management, Routing",3,79541,Biskra,Logistics,Supply Chain,Doctorate
"AutoCAD, Project Management, Design, Blueprint Reading, MATLAB, SolidWorks",1,71288,Ouargla,Engineering,Engineering,Ingénieur
"Anatomy, Patient Care, Phlebotomy, Medical Terminology, EMR",4,153144,Bejaia,Healthcare,Health,Master's
"Accounting, Risk Management, Budgeting, Financial Analysis",4,41494,Biskra,Finance,Business,Doctorate
"Plumbing, Blueprint Reading, Site Management, Safety Procedures, Carpentry, Masonry",1,117344,Sidi Bel Abbès,Construction,Construction,Bachelor's
"Creativity, Photoshop, UI/UX, Illustrator, 3D Modeling, Graphic Design",11,104603,Bejaia,Art & Design,Creative,Ingénieur
"SolidWorks, Design, Blueprint Reading, MATLAB, Project Management, AutoCAD",11,174927,Ouargla,Engineering,Engineering,No Formal Education
"Data Visualization, SQL, Python, Machine Learning",1,135711,Setif,Data Science,Information Technology,Technical Diploma
"Branding, Social Media, Copywriting, SEO, Content Creation, Analytics",2,119256,M'Sila,Marketing,Business,High School
"Cold Calling, Lead Generation, Customer Service",1,109663,M'Sila,Sales,Business,Technical Diploma
"Forensics, SIEM, Network Security, Ethical Hacking",3,178730,Bejaia,Cybersecurity,Information Technology,Doctorate
"WordPress, Responsive Design, JavaScript",7,91145,Sidi Bel Abbès,Web Development,Information Technology,Technical Diploma
"Irrigation, Agro-tech, Tractor Operation, Crop Management",1,117844,Ouargla,Agriculture,Agriculture,Technical Diploma
"Litigation, Case Management, Regulatory Compliance, Negotiation",9,111059,Oran,Legal,Legal,Ingénieur
"R, Statistics, SQL, Machine Learning, TensorFlow",11,133472,Biskra,Data Science,Information Technology,Bachelor's
"Litigation, Contracts, Negotiation, Case Management, Legal Research, Regulatory Compliance",3,170042,Bordj Bou Arreridj,Legal,Legal,Ingénieur
"Event Planning, Food Safety, Customer Service",7,66911,Tipaza,Hospitality,Tourism & Hospitality,Bachelor's
"Risk Management, Auditing, Investment",13,86289,Tipaza,Finance,Business,Doctorate
"Illustrator, UI/UX, Creativity, Graphic Design, 3D Modeling, Photoshop",6,78239,Sidi Bel Abbès,Art & Design,Creative,Bachelor's
"Copywriting, Branding, Social Media, SEO",1,144275,Batna,Marketing,Business,Master's
"Illustrator, Graphic Design, Creativity",1,144450,Bordj Bou Arreridj,Art & Design,Creative,High School
"Forensics, Ethical Hacking, Network Security, Firewalls",12,178558,Skikda,Cybersecurity,Information Technology,High School
"Machine Learning, Statistics, SQL, Python, TensorFlow",2,149755,Skikda,Data Science,Information Technology,High School
"Regulatory Compliance, Litigation, Negotiation, Case Management, Contracts, Legal Research",7,46009,Ouargla,Legal,Legal,No Formal Education
"Front Desk, Reservation Systems, Event Planning, Customer Service",5,97520,Batna,Hospitality,Tourism & Hospitality,High School
"Plumbing, Safety Procedures, Masonry",7,54312,Bordj Bou Arreridj,Construction,Construction,Doctorate
"Patient Care, CPR, EMR, Medical Terminology",5,110781,Blida,Healthcare,Health,No Formal Education
"Supply Chain, Inventory Management, Warehouse Ops, Routing, Fleet Management",2,44623,Bordj Bou Arreridj,Logistics,Supply Chain,Doctorate
"Soil Testing, Agro-tech, Pest Control, Crop Management, Tractor Operation, Irrigation",6,108567,Sidi Bel Abbès,Agriculture,Agriculture,Doctorate
"Blueprint Reading, Site Management, Plumbing, Safety Procedures",10,57521,Mostaganem,Construction,Construction,Ingénieur
"Masonry, Carpentry, Blueprint Reading",9,143817,Sidi Bel Abbès,Construction,Construction,High School
"CSS, Node.js, HTML, JavaScript, Responsive Design",1,138604,Oran,Web Development,Information Technology,Bachelor's
"Tractor Operation, Soil Testing, Irrigation, Agro-tech, Pest Control, Crop Management",7,53446,Biskra,Agriculture,Agriculture,Doctorate
"Security, Linux, Virtualization, Networking",6,69759,Tlemcen,System Administration,Information Technology,No Formal Education
"Google Ads, Copywriting, Social Media",2,91585,Constantine,Marketing,Business,Master's
"Firewalls, SIEM, Ethical Hacking, Network Security",2,92756,Skikda,Cybersecurity,Information Technology,Master's
"EMR, Phlebotomy, Anatomy, CPR, Medical Terminology, Patient Care",10,129776,Blida,Healthcare,Health,Doctorate
"Branding, Google Ads, SEO, Analytics, Content Creation, Copywriting",12,60792,M'Sila,Marketing,Business,Ingénieur
"Blueprint Reading, Carpentry, Safety Procedures, Masonry, Plumbing",1,168661,Oran,Construction,Construction,Master's
"C++, Git, Python, Django",13,59279,Bejaia,Software Engineering,Information Technology,Technical Diploma
"Project Management, SolidWorks, AutoCAD",12,118302,Ouargla,Engineering,Engineering,Master's
"Carpentry, Site Management, Masonry, Blueprint Reading, Plumbing, Safety Procedures",2,91740,Tipaza,Construction,Construction,High School
"Google Ads, Analytics, Copywriting",12,60139,Relizane,Marketing,Business,Technical Diploma
"Virtualization, Windows Server, Networking",5,77548,Bordj Bou Arreridj,System Administration,Information Technology,Technical Diploma
"Node.js, CSS, HTML, Responsive Design",14,53629,Ghardaia,Web Development,Information Technology,Ingénieur
"Negotiation, CRM, Lead Generation, Customer Service, Cold Calling",12,51945,Relizane,Sales,Business,Doctorate
"Python, R, Statistics",3,191473,M'Sila,Data Science,Information Technology,Master's
"Plumbing, Masonry, Blueprint Reading, Safety Procedures, Site Management, Carpentry",4,124781,Blida,Construction,Construction,Doctorate
"3D Modeling, Graphic Design, Photoshop",12,116420,Biskra,Art & Design,Creative,Bachelor's
"Java, C++, JavaScript, Git",2,162543,Tipaza,Software Engineering,Information Technology,Bachelor's
"Sales Forecasting, Negotiation, Customer Service, CRM, Lead Generation",4,51099,Biskra,Sales,Business,Bachelor's
"Java, Django, Git",7,93937,Bordj Bou Arreridj,Software Engineering,Information Technology,High School
"CPR, Phlebotomy, Medical Terminology, Anatomy, EMR",7,71892,Algiers,Healthcare,Health,Bachelor's
"Crop Management, Irrigation, Tractor Operation",3,87507,Ouargla,Agriculture,Agriculture,High School
"HTML, CSS, JavaScript, WordPress, React",4,86356,Bordj Bou Arreridj,Web Development,Information Technology,Technical Diploma
"Plumbing, Blueprint Reading, Carpentry, Safety Procedures",4,166560,Tipaza,Construction,Construction,High School
"Node.js, Responsive Design, React, CSS, JavaScript",11,68120,Constantine,Web Development,Information Technology,Ingénieur
"Design, MATLAB, Blueprint Reading, AutoCAD, SolidWorks, Project Management",12,68450,Algiers,Engineering,Engineering,Doctorate
"Network Security, Firewalls, Ethical Hacking",5,124084,Mostaganem,Cybersecurity,Information Technology,Doctorate
"Budgeting, Auditing, Excel, Risk Management, Investment",1,114274,Batna,Finance,Business,Technical Diploma
"Assessment, Curriculum Design, E-Learning, Teaching",2,182049,Mostaganem,Education,Education,High School
"Responsive Design, HTML, JavaScript, Node.js, CSS",3,145916,M'Sila,Web Development,Information Technology,Doctorate
"JavaScript, C++, Git, REST, Spring, Java",3,127021,Bejaia,Software Engineering,Information Technology,Technical Diploma
"Agro-tech, Pest Control, Crop Management",1,129900,M'Sila,Agriculture,Agriculture,Master's
"Statistics, TensorFlow, Machine Learning, SQL, Python",3,74789,Annaba,Data Science,Information Technology,Bachelor's
"Security, Networking, Linux",13,134878,Tipaza,System Administration,Information Technology,Master's
"SEO, Social Media, Content Creation, Copywriting, Google Ads",6,49786,Constantine,Marketing,Business,Bachelor's
"Security, Virtualization, Linux, Scripting, Windows Server, Networking",3,73392,Blida,System Administration,Information Technology,Bachelor's
"Reservation Systems, Event Planning, Customer Service, Front Desk",1,83509,Batna,Hospitality,Tourism & Hospitality,No Formal Education
"Phlebotomy, Anatomy, CPR, EMR, Patient Care, Medical Terminology",10,54165,Tizi Ouzou,Healthcare,Health,Ingénieur
"Reservation Systems, Event Planning, Customer Service",5,49490,Tlemcen,Hospitality,Tourism & Hospitality,Master's
"Crop Management, Pest Control, Agro-tech",2,92214,Constantine,Agriculture,Agriculture,High School
"Agro-tech, Soil Testing, Crop Management",2,73062,Chlef,Agriculture,Agriculture,Master's
"Pest Control, Tractor Operation, Crop Management, Agro-tech, Irrigation, Soil Testing",2,122980,Sidi Bel Abbès,Agriculture,Agriculture,No Formal Education
"SIEM, Network Security, Firewalls, Forensics, Ethical Hacking",9,63740,Tipaza,Cybersecurity,Information Technology,Technical Diploma
"REST, SQL, Django, JavaScript, Java, Spring",9,63075,Blida,Software Engineering,Information Technology,Technical Diploma
"Python, TensorFlow, Statistics, Pandas",4,93770,Oran,Data Science,Information Technology,Doctorate
"WordPress, Node.js, JavaScript, CSS, Responsive Design, HTML",5,64660,Bejaia,Web Development,Information Technology,Ingénieur
"Windows Server, Virtualization, Networking",12,157187,Chlef,System Administration,Information Technology,Technical Diploma
"Site Management, Plumbing, Carpentry",2,121367,Blida,Construction,Construction,Master's
"Firewalls, Penetration Testing, SIEM",5,52348,Mostaganem,Cybersecurity,Information Technology,No Formal Education
"WordPress, CSS, Responsive Design",2,77385,Oran,Web Development,Information Technology,Technical Diploma
"Node.js, React, JavaScript, HTML",2,90029,Skikda,Web Development,Information Technology,High School
"Customer Service, Food Safety, Front Desk, Event Planning",3,109421,Oran,Hospitality,Tourism & Hospitality,Technical Diploma
"Event Planning, Customer Service, Food Safety, Front Desk",2,85620,Biskra,Hospitality,Tourism & Hospitality,Master's
"Crop Management, Irrigation, Soil Testing, Tractor Operation",4,139548,Batna,Agriculture,Agriculture,Doctorate
"Site Management, Safety Procedures, Masonry, Carpentry, Plumbing",1,66924,M'Sila,Construction,Construction,No Formal Education
"Front Desk, Event Planning, Reservation Systems, Food Safety",1,173233,Constantine,Hospitality,Tourism & Hospitality,Technical Diploma
"Pandas, R, Machine Learning, Statistics, Data Visualization",1,74858,Sidi Bel Abbès,Data Science,Information Technology,Technical Diploma
"Phlebotomy, EMR, Anatomy, Medical Terminology",3,98226,Tlemcen,Healthcare,Health,Ingénieur
"Social Media, Branding, SEO",1,125799,Algiers,Marketing,Business,Bachelor's
"Supply Chain, Warehouse Ops, Fleet Management, Inventory Management",7,46537,Bejaia,Logistics,Supply Chain,Bachelor's
"Food Safety, Customer Service, Reservation Systems, Front Desk",2,102027,Sidi Bel Abbès,Hospitality,Tourism & Hospitality,Technical Diploma
"Carpentry, Site Management, Masonry, Safety Procedures, Blueprint Reading",8,133763,Oran,Construction,Construction,Technical Diploma
"Tractor Operation, Irrigation, Pest Control, Crop Management, Soil Testing",1,72382,Setif,Agriculture,Agriculture,High School
"Fleet Management, Supply Chain, Routing",1,94522,Tizi Ouzou,Logistics,Supply Chain,No Formal Education
"Excel, Risk Management, Budgeting",1,143312,Blida,Finance,Business,Ingénieur
"Crop Management, Agro-tech, Tractor Operation, Pest Control, Irrigation, Soil Testing",4,124608,Annaba,Agriculture,Agriculture,Doctorate
"Auditing, Investment, Accounting, Risk Management, Budgeting, Excel",5,62247,Bordj Bou Arreridj,Finance,Business,Bachelor's
"Network Security, Firewalls, Forensics, SIEM, Ethical Hacking",5,67451,Annaba,Cybersecurity,Information Technology,Master's
"Medical Terminology, Phlebotomy, Anatomy, Patient Care, CPR, EMR",8,172527,Constantine,Healthcare,Health,Bachelor's
"Design, SolidWorks, AutoCAD",4,75006,Biskra,Engineering,Engineering,Technical Diploma
"E-Learning, Mentoring, Classroom Management",2,50420,Annaba,Education,Education,Master's
"React, Responsive Design, Node.js",4,90407,Constantine,Web Development,Information Technology,Bachelor's
"Copywriting, SEO, Content Creation, Social Media, Analytics, Google Ads",3,58418,Tlemcen,Marketing,Business,No Formal Education
"Firewalls, Penetration Testing, Forensics, Ethical Hacking",6,53226,Ghardaia,Cybersecurity,Information Technology,High School
"Financial Analysis, Excel, Investment",1,161058,Tizi Ouzou,Finance,Business,Master's
"Virtualization, Security, Networking",1,63684,Annaba,System Administration,Information Technology,Master's
"Reservation Systems, Food Safety, Event Planning",9,78253,Bejaia,Hospitality,Tourism & Hospitality,Bachelor's
"Network Security, Forensics, Firewalls",3,39278,Sidi Bel Abbès,Cybersecurity,Information Technology,High School
"Customer Service, Negotiation, Cold Calling, Lead Generation, Sales Forecasting, CRM",3,96266,Skikda,Sales,Business,High School
"Supply Chain, Inventory Management, Routing",4,168336,Setif,Logistics,Supply Chain,Doctorate
