job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
SEO Specialist,,Corporate Affairs,Lead,"Apr 20, 2025",09 May 2025,2025-05-09,Marketing,Béjaïa,5-15 ans,Master,18,CDD,3,"As Lead SEO Specialist, you'll design innovative projects. Contrat: CDD. Localisation: Béjaïa. Département: Finance. En tant que Lead SEO Specialist, vous serez amené à développer les processus.",Télétravail partiel,334933,"Email Marketing, Google Analytics, Brand Management, Public Relations, Content Strategy, SEO"
Digital Marketer,,Logistics,Lead,18 October 2024,01 December 2024,2024-12-01,Marketing,Constantine,4-5 ans,None,0,Temps plein,10,"As Lead Digital Marketer, you'll perform strategic projects. Contrat: Temps plein. Localisation: Constantine. Département: Operations. En tant que Lead Digital Marketer, vous serez amené à superviser les systèmes.","Ticket Restaurant, Participation bénéfices",705872,"Docker, DevOps, SQL, Java, C++, Cloud Computing"
Pharmacist,,Risk Management,Senior,26/12/2024,09/01/2025,2025-01-09,Finance,Télétravail,3-8 ans,Licence,16,CDD,5,"En tant que Senior Pharmacist, vous serez amené à coordonner les systèmes. Contrat: CDD. Localisation: Télétravail. Département: IT. Expérience requise: 3-8 ans. Éducation: Licence, 16 ans.",,158436,"Pharmacovigilance, Patient Care, Clinical Trials, Medical Terminology, HIPAA Compliance"
Maintenance Tech,,IT Support,Chief,"Jan 25, 2025",21 April 2025,2025-04-21,Informatique,El Oued,3-13 ans,Bac,12,Temps plein,5,"Contrat: Temps plein. Localisation: El Oued. Département: Sales. As Chief Maintenance Tech, you'll perform innovative projects. Expérience requise: 3-13 ans. Éducation: Bac, 12 ans.","Horaires flexibles, Formation continue, Assurance santé",352690,"Time Management, Teamwork, Critical Thinking, Communication, Problem Solving, Adaptability"
HR Coordinator,,Logistics,Senior,"Sep 13, 2024",18 November 2024,2024-11-18,Ventes,Sétif,3-11 ans,Licence,16,Temps partiel,10,"Profil recherché (FR):
Responsabilités: Communication, Project Mgmt, Network Security
Profil: Technical Writing; Python; Blockchain; Maintenance; Budgeting
Compétences:
- Maintenance
- Logistics
- Java
- Network Security
Avantages:
- Network Security
- Customer Service
- Graphic Design
",,260594,"Performance Management, Onboarding, Payroll, Recruitment"
Risk Manager,,IT Support,Senior,02/06/2024,16 July 2024,2024-07-16,Admin,El Oued,4-4 ans,Doctorat,20,Alternance,3,"Contrat: Alternance. Localisation: El Oued. Département: Legal. As Senior Risk Manager, you'll perform key projects. En tant que Senior Risk Manager, vous serez amené à superviser les systèmes.","Voiture de fonction, Ticket Restaurant",591053,"Inventory Control, Logistics, Supply Chain Management, Lean Management, Process Optimization, Quality Control"
Cloud Architect,,Product,Lead,"Nov 04, 2024",2024-12-07,2024-12-07,Santé,Béjaïa,5-15 ans,Doctorat,20,Alternance,3,"Profil recherché (EN):
Responsabilités: Python; Budgeting; Communication; Research
Profil: Excel, Java
Compétences:
- Teamwork
- Strategic Planning
Avantages: Customer Service; Research; SEO
",Horaires flexibles,333349,"Network Security, C++, Cloud Computing, Kubernetes, Docker, SQL, Machine Learning"
Content Writer,,Customer Success,Junior,26 May 2024,07/08/2024,2024-08-07,Ingénierie,Béjaïa,5-13 ans,Licence,16,Alternance,2,"Expérience requise: 5-13 ans. Éducation: Licence, 16 ans. As Junior Content Writer, you'll manage strategic projects. En tant que Junior Content Writer, vous serez amené à coordonner les processus.",Voiture de fonction,840669,"Docker, Python, Cloud Computing, Kubernetes, Network Security, C++"
Volunteer Coord.,,Data Science,Lead,15/08/2024,05 September 2024,2024-09-05,Ventes,Oran,1-9 ans,Doctorat,20,Stage,3,"Profil recherché (FR):
Responsabilités: Maintenance, CAD, Budgeting
Profil:
- Digital Marketing
- Research
- Java
- Cloud
Compétences: Strategic Planning; Excel; Cloud
Avantages: Network Security; CAD; Graphic Design; Excel
","Prime performance, Assurance santé, Participation bénéfices",329623,"Problem Solving, Communication, Teamwork, Critical Thinking, Adaptability, Time Management"
Blockchain Dev,,IT Support,Mid,"Feb 06, 2025",05 March 2025,2025-03-05,Logistique,Tizi Ouzou,10-12 ans,Bac,12,Temporaire,2,"As Mid Blockchain Dev, you'll lead strategic projects. En tant que Mid Blockchain Dev, vous serez amené à développer les processus. Contrat: Temporaire. Localisation: Tizi Ouzou. Département: Engineering.",Participation bénéfices,480066,"Problem Solving, Communication, Teamwork, Critical Thinking"
Exec. Assistant,,IT Support,Chief,28/12/2024,22 February 2025,2025-02-22,Ingénierie,Oran,4-7 ans,Licence,16,Temps partiel,1,"As Chief Exec. Assistant, you'll lead critical projects. Expérience requise: 4-7 ans. Éducation: Licence, 16 ans. Contrat: Temps partiel. Localisation: Oran. Département: Sales.",Télétravail partiel,193912,"Office Management, Document Control, Data Entry, Customer Service, Scheduling"
Translator,,Health & Safety,Junior,13/03/2025,2025-05-21,2025-05-21,Juridique,Tizi Ouzou,1-11 ans,Licence,16,Freelance,3,"Profil recherché (MIX):
Responsabilités: Negotiation; Network Security; Java; Maintenance; Logistics
Profil: Strategic Planning; Project Mgmt
Compétences:
- Digital Marketing
- Organization
- Project Mgmt
Avantages:
- CAD
- Machine Learning
- Logistics
- Maintenance
",,360129,"Time Management, Critical Thinking, Problem Solving, Adaptability, Communication, Teamwork"
Graphic Designer,,Research & Development,Lead,13 May 2024,2024-06-21,2024-06-21,Admin,Saïda,5-14 ans,Licence,16,Temporaire,2,"En tant que Lead Graphic Designer, vous serez amené à superviser les systèmes. As Lead Graphic Designer, you'll perform critical projects. Expérience requise: 5-14 ans. Éducation: Licence, 16 ans.","Formation continue, Voiture de fonction, Ticket Restaurant",212343,"Typography, Illustrator, Prototyping, UX Research, Adobe Photoshop, Sketch"
AI Ethics Consultant,,Training,Junior,30/09/2024,2024-11-29,2024-11-29,Juridique,Blida,2-4 ans,Licence,16,Temporaire,3,"Expérience requise: 2-4 ans. Éducation: Licence, 16 ans. As Junior AI Ethics Consultant, you'll lead innovative projects. En tant que Junior AI Ethics Consultant, vous serez amené à gérer les relations clients.",Prime performance,203258,"Teamwork, Problem Solving, Adaptability, Communication, Critical Thinking, Time Management"
Med. Rep,,Training,Chief,28/04/2024,2024-07-13,2024-07-13,Marketing,Constantine,2-11 ans,Bac,12,Alternance,3,"Profil recherché (EN):
Responsabilités: Customer Service, Project Mgmt, Machine Learning, Strategic Planning, SQL
Profil: Organization; Customer Service
Compétences: Organization, Java, Blockchain, Communication
Avantages:
- Leadership
- Strategic Planning
- Network Security
- Communication
- Coordination
","Participation bénéfices, Formation continue, Horaires flexibles",277306,"Communication, Time Management, Critical Thinking, Teamwork, Adaptability, Problem Solving"
Recruiter,,Data Science,Junior,07 October 2024,2024-11-27,2024-11-27,Finance,Télétravail,0-9 ans,Master,18,Volontariat,3,"Contrat: Volontariat. Localisation: Télétravail. Département: Sales. Expérience requise: 0-9 ans. Éducation: Master, 18 ans. En tant que Junior Recruiter, vous serez amené à gérer les systèmes.",,832999,"Java, C++, SQL, DevOps, Docker, Cloud Computing, Machine Learning"
Data Engineer,,Data Science,Senior,06 December 2024,2025-01-19,2025-01-19,Finance,Ghardaïa,10-15 ans,None,0,Temps plein,2,"En tant que Senior Data Engineer, vous serez amené à coordonner les processus. As Senior Data Engineer, you'll design critical projects. Contrat: Temps plein. Localisation: Ghardaïa. Département: Operations.",,306960,"Cloud Computing, Java, C++, Docker, Python, DevOps"
Customer Service Agent,,Data Science,Senior,24 June 2024,2024-08-28,2024-08-28,Ventes,Béjaïa,1-4 ans,None,0,Temps plein,1,"Profil recherché (FR):
Responsabilités:
- Coordination
- Machine Learning
- Graphic Design
- Teamwork
- Communication
Profil: Blockchain; CAD; Customer Service; Cloud
Compétences: CAD; Coordination
Avantages: Python; Blockchain
","Voiture de fonction, Assurance santé",876608,"Scheduling, Document Control, Office Management, Customer Service, Data Entry"
IT Intern,,Product,Lead,2024-05-16,26 May 2024,2024-05-26,Logistique,Sétif,7-17 ans,Doctorat,20,Stage,5,"Contrat: Stage. Localisation: Sétif. Département: Marketing. En tant que Lead IT Intern, vous serez amené à superviser l’équipe. Expérience requise: 7-17 ans. Éducation: Doctorat, 20 ans.","Ticket Restaurant, Assurance santé",693377,"SQL, Network Security, Python, Java"
Marketing Manager,,Customer Success,Chief,16/10/2024,28 November 2024,2024-11-28,Marketing,Alger,10-19 ans,Licence,16,Alternance,1,"As Chief Marketing Manager, you'll design innovative projects. En tant que Chief Marketing Manager, vous serez amené à coordonner l’équipe. Contrat: Alternance. Localisation: Alger. Département: Sales.","Participation bénéfices, Horaires flexibles",289726,"Public Relations, Google Analytics, SEO, Brand Management, Social Media, Campaign Planning, Email Marketing"
Project Manager,,Technical Support,Junior,14/02/2025,20/04/2025,2025-04-20,Finance,Béjaïa,8-13 ans,Doctorat,20,Freelance,1,"Profil recherché (MIX):
Responsabilités: Java; Leadership
Profil: Java, Budgeting, Network Security
Compétences: Java, Coordination, Excel, Teamwork, Cloud
Avantages: UX/UI, CAD, Data Analysis
","Participation bénéfices, Ticket Restaurant",304937,"Quality Control, Lean Management, Logistics, Process Optimization, Inventory Control, Supply Chain Management"
Legal Advisor,,Administration,Junior,17 February 2025,26 February 2025,2025-02-26,RH,Ghardaïa,4-4 ans,Doctorat,20,Temps plein,10,"Profil recherché (EN):
Responsabilités: CAD, Logistics, Cloud, Organization, Java
Profil:
- Java
- Teamwork
Compétences: Compliance, CAD, Communication, Negotiation
Avantages:
- Graphic Design
- Java
- Customer Service
","Prime performance, Voiture de fonction",463666,"Contract Drafting, Compliance, Litigation Support, Negotiation, Legal Research, Regulatory Affairs"
Sales Rep,,Product,Lead,06 March 2025,03/05/2025,2025-05-03,Santé,Alger,0-5 ans,Doctorat,20,Alternance,5,"Expérience requise: 0-5 ans. Éducation: Doctorat, 20 ans. As Lead Sales Rep, you'll manage innovative projects. En tant que Lead Sales Rep, vous serez amené à superviser les processus.",Prime performance,367573,"Problem Solving, Adaptability, Communication, Critical Thinking, Time Management, Teamwork"
CMO,,Design,Mid,31 August 2024,23/10/2024,2024-10-23,Juridique,Tizi Ouzou,5-14 ans,Licence,16,Temporaire,5,"Profil recherché (EN):
Responsabilités: Python, SEO, Communication, Java, Customer Service
Profil: Python, Network Security, SQL
Compétences:
- Budgeting
- Excel
Avantages: Cloud, Project Mgmt, Logistics, Organization
",,189736,"Communication, Time Management, Teamwork, Adaptability"
Graphic Designer,,Business Development,Senior,"Mar 17, 2025",01/04/2025,2025-04-01,Admin,Annaba,6-15 ans,Licence,16,Temps plein,5,"Profil recherché (MIX):
Responsabilités: Coordination; Excel; Compliance
Profil: Network Security; Java; Technical Writing; Project Mgmt; Compliance
Compétences:
- Strategic Planning
- CAD
- Technical Writing
- Organization
Avantages: SEO; Machine Learning; Digital Marketing; Cloud; Negotiation
",Assurance santé,446696,"Prototyping, Sketch, Typography, Figma"
UX Designer,,Business Development,Senior,18/03/2025,2025-03-30,2025-03-30,Ventes,Blida,0-6 ans,None,0,Volontariat,3,"En tant que Senior UX Designer, vous serez amené à gérer les systèmes. Expérience requise: 0-6 ans. Éducation: None, 0 ans. As Senior UX Designer, you'll design innovative projects.","Participation bénéfices, Voiture de fonction",366144,"Illustrator, Figma, Typography, Prototyping, Color Theory, UX Research, Sketch"
Civil Engineer,,Quality Assurance,Lead,2024-09-04,24/11/2024,2024-11-24,Ingénierie,Saïda,3-5 ans,Master,18,Temporaire,5,"Profil recherché (MIX):
Responsabilités:
- Blockchain
- Coordination
Profil: Data Analysis; Blockchain; Budgeting; Strategic Planning
Compétences: Customer Service; Python; Negotiation; Digital Marketing
Avantages: Maintenance; Technical Writing; Teamwork; Java; Network Security
",,564675,"DevOps, Docker, Python, Cloud Computing, Network Security, Kubernetes"
Volunteer Coord.,,Data Science,Lead,2025-01-03,10 March 2025,2025-03-10,Ventes,Hybride,6-12 ans,Doctorat,20,Temps plein,5,"Profil recherché (EN):
Responsabilités: Negotiation; Strategic Planning; Data Analysis; Logistics; Technical Writing
Profil:
- Excel
- Data Analysis
Compétences: Cloud; Maintenance
Avantages: Organization; Machine Learning; Project Mgmt; CAD; Negotiation
",Prime performance,259920,"Time Management, Adaptability, Critical Thinking, Teamwork, Problem Solving"
Software Engineer,,Research & Development,Chief,13/05/2024,30/07/2024,2024-07-30,Marketing,Ghardaïa,0-10 ans,Licence,16,Temps plein,10,"Profil recherché (EN):
Responsabilités: Python; Logistics; Maintenance
Profil: Data Analysis, SEO, Organization, Python, SQL
Compétences: Teamwork, Logistics, Digital Marketing
Avantages: Data Analysis; Project Mgmt
",,969428,"Cloud Computing, DevOps, Python, Docker, Java"
IT Intern,,Logistics,Lead,25 September 2024,2024-11-20,2024-11-20,Admin,Tizi Ouzou,1-11 ans,Doctorat,20,Freelance,2,"Profil recherché (EN):
Responsabilités:
- Budgeting
- Network Security
- Teamwork
- Project Mgmt
- Maintenance
Profil:
- Coordination
- SQL
- Python
- Budgeting
Compétences: Research, Project Mgmt, Compliance
Avantages: Java, Technical Writing
",Formation continue,793882,"Java, C++, Network Security, Machine Learning"
Digital Marketer,,IT Support,Chief,"Aug 18, 2024",27/10/2024,2024-10-27,Ingénierie,Alger,1-4 ans,None,0,CDI,2,"Profil recherché (FR):
Responsabilités: Compliance; Graphic Design
Profil: Customer Service, Cloud
Compétences:
- Logistics
- Teamwork
- Java
- CAD
- Python
Avantages: Leadership; Teamwork; Customer Service; Digital Marketing; Research
","Télétravail partiel, Ticket Restaurant",369972,"SQL, Network Security, Python, Docker, Cloud Computing, Machine Learning, Kubernetes"
SEO Specialist,,Risk Management,Chief,"Feb 16, 2025",30 April 2025,2025-04-30,Finance,Constantine,1-1 ans,Bac,12,CDI,1,"Contrat: CDI. Localisation: Constantine. Département: Legal. Expérience requise: 1-1 ans. Éducation: Bac, 12 ans. As Chief SEO Specialist, you'll lead critical projects.","Voiture de fonction, Prime performance, Participation bénéfices",270204,"Social Media, Brand Management, Google Analytics, SEO, Campaign Planning, Public Relations"
Software Engineer,,Risk Management,Chief,25/09/2024,2024-11-02,2024-11-02,Ingénierie,Annaba,3-9 ans,Doctorat,20,Volontariat,3,"Profil recherché (FR):
Responsabilités: Teamwork, Cloud, Technical Writing, Graphic Design, Organization
Profil: SEO, Excel, Teamwork
Compétences: Organization; Customer Service; Python
Avantages: Cloud, Communication
","Horaires flexibles, Prime performance, Assurance santé",505568,"SQL, Machine Learning, C++, Java, Docker, Network Security"
Restaurant Manager,,Data Science,Mid,04/01/2025,2025-01-14,2025-01-14,Marketing,Constantine,7-16 ans,Doctorat,20,Alternance,5,"Profil recherché (MIX):
Responsabilités:
- Technical Writing
- Blockchain
- Excel
- Python
Profil:
- Project Mgmt
- Excel
Compétences: Logistics, Teamwork, Negotiation, Java, Project Mgmt
Avantages:
- Research
- Teamwork
",Télétravail partiel,245571,"Process Optimization, Quality Control, Supply Chain Management, Logistics, Inventory Control, Lean Management"
Logistics Coord.,,Customer Success,Chief,2025-04-25,2025-06-02,2025-06-02,Admin,Blida,10-14 ans,Master,18,Freelance,3,"Profil recherché (FR):
Responsabilités: Technical Writing; UX/UI
Profil: Python; Coordination; Network Security
Compétences: Teamwork; Customer Service; Maintenance
Avantages:
- Java
- Strategic Planning
- Organization
- Budgeting
","Ticket Restaurant, Formation continue",435802,"Process Optimization, Supply Chain Management, Logistics, Inventory Control, Quality Control"
AI Ethics Consultant,,Procurement,Mid,2025-03-06,2025-05-28,2025-05-28,Ventes,Saïda,6-16 ans,Licence,16,Temps partiel,1,"Profil recherché (MIX):
Responsabilités: Python, Technical Writing, Negotiation, Blockchain
Profil: Communication, UX/UI, Network Security, Machine Learning, Data Analysis
Compétences: Negotiation; Strategic Planning
Avantages: SEO, Organization
","Voiture de fonction, Formation continue, Ticket Restaurant",437603,"Problem Solving, Adaptability, Teamwork, Critical Thinking"
