job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,benefits,technical_skills,experience_min_req,experience_max_req,edu_value,language_proficiency,education_requirement_std,salary
Logistics Coordinator,Operations,2025-04-10,2025-05-17,2025-06-16,Media & Entertainment,Constantine,Master,17,Alternance,14,"Tickets restaurant, Crèche d'entreprise, Voiture de fonction","Project Management, Team Leadership, Report Writing, French Bilingual, Microsoft Office",3,3,17,"Arabic, French, English",Master,69300.0
Operations Manager,Operations,2025-04-17,2025-06-06,2025-07-06,Renewable Energy,Saïda,Doctorat,20,CDD,4,"Prime de performance, Télétravail partiel, Tickets restaurant","Microsoft Office, Project Management, French Bilingual, Team Leadership, Report Writing",3,14,20,"Arabic, French",Doctorat,48100.0
Production Supervisor,Operations,2025-04-24,2025-05-31,2025-06-30,Aerospace & Defense,Annaba,Ingénieur d'État,19,Alternance,13,"Prime de performance, Assurance maladie, Crèche d'entreprise","French Bilingual, Project Management, Report Writing, Team Leadership, Microsoft Office",3,12,19,"Arabic, French",Ingénieur d'État,46400.0
Operations Manager,Operations,2025-04-18,2025-06-11,2025-07-11,Public Sector,El Tarf,Ingénieur d'État,19,CDD,11,"Voiture de fonction, Formation continue, Assurance maladie","Project Management, Microsoft Office, Team Leadership, Report Writing, French Bilingual",4,14,19,"Arabic, French",Ingénieur d'État,49000.0
Facilities Manager,Operations,2025-04-04,2025-05-19,2025-06-18,Pharmaceuticals,Tindouf,Bac,12,Alternance,8,"Crèche d'entreprise, Télétravail partiel, Voiture de fonction","Project Management, Microsoft Office, French Bilingual, Report Writing, Team Leadership",5,14,12,"Arabic, French",Baccalaureate,49900.0
Operations Manager,General Management,2025-03-31,2025-04-15,2025-05-15,Retail,Tébessa,Bac,12,Freelance,1,"Télétravail partiel, Prime de performance, Épargne entreprise","Project Management, Team Leadership, Report Writing, French Bilingual, Microsoft Office",1,13,12,"Arabic, French",Baccalaureate,45500.0
Auditor,Accounting & Auditing,2025-03-29,2025-05-09,2025-06-08,Banking & Finance,Illizi,Master,17,Stage,9,"Crèche d'entreprise, Télétravail partiel, Épargne entreprise","Report Writing, Project Management, Team Leadership, Microsoft Office, French Bilingual",4,7,17,"Arabic, French",Master,60000.0
Production Supervisor,Operations,2025-04-02,2025-04-17,2025-05-17,Retail,Aïn Témouchent,Doctorat,20,CDD,2,"Formation continue, Crèche d'entreprise, Prime de performance","French Bilingual, Microsoft Office, Project Management, Report Writing, Team Leadership",2,6,20,"Arabic, French",Doctorat,40200.0
Biostatistician,Medical Research,2025-04-07,2025-04-23,2025-05-23,Healthcare,Skikda,Bac,12,Freelance,12,"Voiture de fonction, Formation continue, Assurance maladie","Medical Writing, Regulatory Affairs, Clinical Trials, Research Ethics, Biostatistics, Epidemiology, Laboratory Management",2,3,12,"Arabic, French",Baccalaureate,48400.0
General Director,General Management,2025-04-17,2025-05-22,2025-06-21,Public Sector,Saïda,Master,17,CDI,3,"Télétravail partiel, Prime de performance, Crèche d'entreprise","Project Management, Report Writing, French Bilingual, Microsoft Office, Team Leadership",4,9,17,"Arabic, French",Master,62500.0
Facilities Manager,Operations,2025-04-05,2025-05-04,2025-06-03,Tourism & Hospitality,El Tarf,Master,17,Alternance,15,"Crèche d'entreprise, Prime de performance, Voiture de fonction","French Bilingual, Report Writing, Microsoft Office, Project Management, Team Leadership",0,5,17,"Arabic, French",Master,52700.0
Department Director,General Management,2025-04-20,2025-05-16,2025-06-15,Construction,Naama,Bac,12,Freelance,13,"Crèche d'entreprise, Télétravail partiel, Prime de performance","Team Leadership, Microsoft Office, Project Management, French Bilingual, Report Writing",3,10,12,"Arabic, French",Baccalaureate,53500.0
International Programs Director,International Relations,2025-04-21,2025-05-16,2025-06-15,Education,Mostaganem,Ingénieur d'État,19,Alternance,5,"Tickets restaurant, Télétravail partiel, Voiture de fonction","French Bilingual, Microsoft Office, Report Writing, Project Management, Team Leadership",2,6,19,"Arabic, French",Ingénieur d'État,34500.0
Career Counselor,Vocational Training,2025-04-13,2025-04-29,2025-05-29,Education,Djanet,Licence,15,Alternance,12,"Prime de performance, Tickets restaurant, Épargne entreprise","Report Writing, Project Management, Microsoft Office, French Bilingual, Team Leadership",5,7,15,"Arabic, French",License,45000.0
Department Director,General Management,2025-03-28,2025-05-04,2025-06-03,Retail,Mostaganem,Bac,12,Alternance,10,"Prime de performance, Crèche d'entreprise, Tickets restaurant","Team Leadership, Report Writing, Microsoft Office, French Bilingual, Project Management",0,8,12,"Arabic, French",Baccalaureate,40200.0
Department Director,General Management,2025-04-12,2025-05-03,2025-06-02,Tourism & Hospitality,Djanet,Ingénieur d'État,19,CDI,6,"Prime de performance, Tickets restaurant, Épargne entreprise","Team Leadership, French Bilingual, Microsoft Office, Report Writing, Project Management",5,6,19,"Arabic, French",Ingénieur d'État,42900.0
Operations Manager,General Management,2025-04-03,2025-05-04,2025-06-03,Tourism & Hospitality,Timimoun,Master,17,Alternance,7,"Télétravail partiel, Épargne entreprise, Voiture de fonction","Microsoft Office, French Bilingual, Team Leadership, Report Writing, Project Management",3,13,17,"Arabic, French",Master,66200.0
Technical Support Engineer,IT Support,2025-03-28,2025-05-07,2025-06-06,Information Technology,Tindouf,Ingénieur d'État,19,CDD,4,"Voiture de fonction, Crèche d'entreprise, Télétravail partiel","Project Management, Team Leadership, Report Writing, French Bilingual, Microsoft Office",3,11,19,"Arabic, French",Ingénieur d'État,45500.0
Security Operations Specialist,Cybersecurity,2025-04-08,2025-06-07,2025-07-07,Information Technology,Annaba,Bac,12,Stage,14,"Tickets restaurant, Voiture de fonction, Assurance maladie","Ethical Hacking, Network Security, SIEM Tools, Cryptography, SOC Operations, Incident Response, Firewall Configuration, GDPR Compliance",2,14,12,"Arabic, French",Baccalaureate,47200.0
Administrative Manager,General Management,2025-04-06,2025-06-02,2025-07-02,Tourism & Hospitality,Laghouat,Licence,15,CDI,12,"Crèche d'entreprise, Formation continue, Tickets restaurant","French Bilingual, Project Management, Microsoft Office, Team Leadership, Report Writing",1,15,15,"Arabic, French",License,56700.0
Drilling Engineer,Drilling Operations,2025-04-16,2025-05-02,2025-06-01,Energy & Petroleum,M'sila,Bac,12,Alternance,5,"Voiture de fonction, Prime de performance, Crèche d'entreprise","French Bilingual, Project Management, Report Writing, Team Leadership, Microsoft Office",5,4,12,"Arabic, French",Baccalaureate,70500.0
Production Supervisor,Operations,2025-04-20,2025-06-14,2025-07-14,Telecommunications,Timimoun,Licence,15,Freelance,6,"Épargne entreprise, Tickets restaurant, Assurance maladie","Team Leadership, French Bilingual, Project Management, Report Writing, Microsoft Office",1,4,15,"Arabic, French",License,45200.0
General Director,General Management,2025-03-31,2025-04-14,2025-05-14,Transport & Logistics,Aïn Témouchent,Ingénieur d'État,19,Stage,3,"Épargne entreprise, Formation continue, Télétravail partiel","French Bilingual, Report Writing, Project Management, Team Leadership, Microsoft Office",5,6,19,"Arabic, French",Ingénieur d'État,42900.0
Security Operations Specialist,Cybersecurity,2025-04-11,2025-04-29,2025-05-29,Information Technology,Laghouat,Master,17,CDD,15,"Crèche d'entreprise, Assurance maladie, Voiture de fonction","Incident Response, Network Security, SIEM Tools, Cryptography, SOC Operations, Ethical Hacking, Firewall Configuration, GDPR Compliance",2,7,17,"Arabic, French",Master,57600.0
Production Supervisor,Operations,2025-04-24,2025-06-16,2025-07-16,Pharmaceuticals,Béchar,Master,17,CDI,8,"Formation continue, Assurance maladie, Épargne entreprise","Microsoft Office, Team Leadership, Project Management, French Bilingual, Report Writing",4,6,17,"Arabic, French",Master,58800.0
Operations Manager,Operations,2025-03-29,2025-05-25,2025-06-24,Public Sector,El Oued,Doctorat,20,CDD,3,"Formation continue, Voiture de fonction, Assurance maladie","Microsoft Office, Project Management, French Bilingual, Team Leadership, Report Writing",4,9,20,"Arabic, French",Doctorat,44600.0
Production Supervisor,Operations,2025-03-31,2025-04-24,2025-05-24,Telecommunications,Djanet,Licence,15,Stage,11,"Épargne entreprise, Formation continue, Voiture de fonction","Microsoft Office, Report Writing, Team Leadership, Project Management, French Bilingual",3,15,15,"Arabic, French",License,58800.0
Tax Specialist,Accounting & Auditing,2025-04-08,2025-04-18,2025-05-18,Banking & Finance,Batna,Ingénieur d'État,19,Freelance,3,"Crèche d'entreprise, Tickets restaurant, Voiture de fonction","Project Management, Team Leadership, Microsoft Office, French Bilingual, Report Writing",3,9,19,"Arabic, French",Ingénieur d'État,43800.0
Process Engineer,Refining & Processing,2025-04-21,2025-05-01,2025-05-31,Energy & Petroleum,Djanet,Doctorat,20,CDI,14,"Crèche d'entreprise, Télétravail partiel, Voiture de fonction","Team Leadership, Project Management, Microsoft Office, Report Writing, French Bilingual",3,14,20,"Arabic, French",Doctorat,82500.0
Facilities Manager,Operations,2025-04-21,2025-06-09,2025-07-09,E-Commerce,Oran,Bac,12,Alternance,3,"Assurance maladie, Tickets restaurant, Épargne entreprise","French Bilingual, Report Writing, Microsoft Office, Team Leadership, Project Management",5,13,12,"Arabic, French, English",Baccalaureate,77000.0
Supply Chain Manager,Operations,2025-04-01,2025-04-26,2025-05-26,Fisheries,Constantine,Doctorat,20,CDI,14,"Télétravail partiel, Formation continue, Épargne entreprise","French Bilingual, Microsoft Office, Project Management, Team Leadership, Report Writing",4,5,20,"Arabic, French",Doctorat,41100.0
Quality Control Analyst,Pharmaceutical Development,2025-04-11,2025-05-02,2025-06-01,Healthcare,Batna,Ingénieur d'État,19,CDD,8,"Assurance maladie, Crèche d'entreprise, Voiture de fonction","Project Management, Report Writing, Team Leadership, French Bilingual, Microsoft Office",2,10,19,"Arabic, French",Ingénieur d'État,56200.0
Operations Manager,General Management,2025-04-02,2025-04-28,2025-05-28,Public Sector,Illizi,Master,17,Alternance,12,"Tickets restaurant, Prime de performance, Épargne entreprise","Microsoft Office, Report Writing, Team Leadership, French Bilingual, Project Management",5,10,17,"Arabic, French",Master,64900.0
Facilities Manager,Operations,2025-03-30,2025-04-30,2025-05-30,Media & Entertainment,Illizi,Doctorat,20,CDD,4,"Épargne entreprise, Assurance maladie, Télétravail partiel","Project Management, Team Leadership, French Bilingual, Microsoft Office, Report Writing",1,3,20,"Arabic, French, English",Doctorat,47200.0
Project Manager,Pipeline Management,2025-04-11,2025-05-14,2025-06-13,Energy & Petroleum,Aïn Témouchent,Licence,15,CDD,7,"Formation continue, Voiture de fonction, Prime de performance","Team Leadership, French Bilingual, Report Writing, Project Management, Microsoft Office",1,10,15,"Arabic, French",License,88200.0
Project Manager,General Management,2025-04-22,2025-05-24,2025-06-23,Fisheries,Aïn Témouchent,Ingénieur d'État,19,Freelance,14,"Épargne entreprise, Prime de performance, Tickets restaurant","Microsoft Office, French Bilingual, Project Management, Team Leadership, Report Writing",0,10,19,"Arabic, French",Ingénieur d'État,42000.0
Logistics Coordinator,Operations,2025-04-08,2025-04-20,2025-05-20,Telecommunications,Batna,Bac,12,Alternance,12,"Crèche d'entreprise, Formation continue, Épargne entreprise","French Bilingual, Microsoft Office, Project Management, Team Leadership, Report Writing",5,15,12,"Arabic, French",Baccalaureate,50800.0
Project Manager,General Management,2025-04-15,2025-06-08,2025-07-08,Fisheries,Mostaganem,Licence,15,CDD,9,"Formation continue, Télétravail partiel, Épargne entreprise","Project Management, French Bilingual, Report Writing, Team Leadership, Microsoft Office",0,8,15,"Arabic, French",License,48300.0
Water Conservation Consultant,Irrigation Technology,2025-04-17,2025-05-08,2025-06-07,Agriculture,Skikda,Master,17,CDD,2,"Épargne entreprise, Voiture de fonction, Crèche d'entreprise","French Bilingual, Report Writing, Microsoft Office, Project Management, Team Leadership",0,12,17,"Arabic, French",Master,61200.0
Operations Manager,Operations,2025-04-06,2025-04-30,2025-05-30,Public Sector,Ghardaïa,Bac,12,Freelance,13,"Prime de performance, Formation continue, Crèche d'entreprise","French Bilingual, Microsoft Office, Team Leadership, Project Management, Report Writing",3,4,12,"Arabic, French",Baccalaureate,39400.0
Medical Equipment Technician,Medical Equipment Maintenance,2025-04-01,2025-05-27,2025-06-26,Healthcare,Jijel,Bac,12,CDD,14,"Crèche d'entreprise, Voiture de fonction, Tickets restaurant","French Bilingual, Microsoft Office, Report Writing, Team Leadership, Project Management",0,15,12,"Arabic, French",Baccalaureate,59600.0
Regulatory Affairs Specialist,Pharmaceutical Development,2025-04-24,2025-06-12,2025-07-12,Healthcare,Saïda,Bac,12,Alternance,13,"Formation continue, Télétravail partiel, Prime de performance","Report Writing, Microsoft Office, French Bilingual, Team Leadership, Project Management",3,7,12,"Arabic, French",Baccalaureate,54000.0
Project Manager,General Management,2025-04-21,2025-06-08,2025-07-08,Tourism & Hospitality,Tamanrasset,Master,17,Freelance,4,"Épargne entreprise, Prime de performance, Voiture de fonction","Microsoft Office, Report Writing, Project Management, French Bilingual, Team Leadership",3,13,17,"Arabic, French",Master,66200.0
Production Supervisor,Operations,2025-04-21,2025-06-05,2025-07-05,Construction,Laghouat,Ingénieur d'État,19,Freelance,5,"Formation continue, Crèche d'entreprise, Télétravail partiel","Microsoft Office, Project Management, French Bilingual, Team Leadership, Report Writing",0,13,19,"Arabic, French",Ingénieur d'État,53500.0
Systems Designer,Irrigation Technology,2025-04-07,2025-05-12,2025-06-11,Agriculture,In Salah,Master,17,Stage,8,"Télétravail partiel, Tickets restaurant, Voiture de fonction","Microsoft Office, Report Writing, Project Management, Team Leadership, French Bilingual",1,3,17,"Arabic, French",Master,51400.0
CISO,Cybersecurity,2025-04-06,2025-05-25,2025-06-24,Information Technology,Béjaïa,Bac,12,Freelance,3,"Formation continue, Télétravail partiel, Assurance maladie","SOC Operations, Cryptography, SIEM Tools, GDPR Compliance, Network Security, Ethical Hacking, Firewall Configuration, Incident Response",5,6,12,"Arabic, French",Baccalaureate,42900.0
Project Manager,General Management,2025-04-18,2025-06-09,2025-07-09,Manufacturing,Biskra,Bac,12,CDD,8,"Tickets restaurant, Formation continue, Crèche d'entreprise","Team Leadership, Microsoft Office, French Bilingual, Report Writing, Project Management",2,5,12,"Arabic, French",Baccalaureate,42800.0
Project Manager,General Management,2025-04-05,2025-04-19,2025-05-19,E-Commerce,Saïda,Ingénieur d'État,19,Stage,1,"Voiture de fonction, Crèche d'entreprise, Télétravail partiel","Project Management, French Bilingual, Microsoft Office, Team Leadership, Report Writing",3,11,19,"Arabic, French, English",Ingénieur d'État,71500.0
