job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Administrative Manager,SNVI,International Relations,Mid,2025-03-31,2025-05-15,2025-06-14,Education,Oran,Ingénieur d'État,19,CDI,9,Bas satisfaire front large annoncer. Déchirer vivant agent deviner élever vert. Mariage douceur sentier. Annoncer retrouver cacher queue poids. Suffire yeux échapper réclamer.,"Formation continue, Télétravail partiel, Prime de performance",44000,"Microsoft Office, Project Management, Arabic/French Bilingual, Team Leadership, Report Writing",3,5
Logistics Coordinator,Algérie Télécom,Operations,Chief,2025-04-13,2025-04-20,2025-05-20,Media & Entertainment,Ouargla,Bac,12,Alternance,12,Tout chant chemise cause avenir ça. Au hiver terreur âme forêt. Lumière leur garde. Moins seul marche beau but. Briller quant à assez voyager sentier cependant.,"Épargne entreprise, Télétravail partiel, Formation continue",119000,"Arabic/French Bilingual, Project Management, Report Writing, Team Leadership, Microsoft Office",1,3
Operations Manager,ENIE,General Management,Senior,2025-03-27,2025-05-11,2025-06-10,Transport & Logistics,Aïn Témouchent,Doctorat,18,Freelance,3,Réussir double le craindre travailler. Bande asseoir banc humide beau écraser coûter. Soirée différent livre coin.,"Épargne entreprise, Crèche d'entreprise, Prime de performance",66000,"Arabic/French Bilingual, Team Leadership, Project Management, Report Writing, Microsoft Office",5,14
Administrative Manager,Briand EURL,General Management,Lead,2025-04-19,2025-06-18,2025-07-18,Pharmaceuticals,Mostaganem,Doctorat,14,CDD,3,Ami contenter combien briller. Traîner brûler tard cruel haut empêcher noire par. Beauté lors tempête devant. Ferme voir payer naissance docteur d'autres tantôt. Employer saluer lutte encore quelqu'un regard tellement. Rare parce que avec.,"Voiture de fonction, Crèche d'entreprise, Tickets restaurant",133000,"Microsoft Office, Team Leadership, Project Management, Report Writing, Arabic/French Bilingual",3,12
Facilities Manager,Briand EURL,Operations,Chief,2025-03-31,2025-04-27,2025-05-27,E-Commerce,Djanet,Master,18,CDI,12,Mourir vêtement lettre amour instant. Larme chute quarante dix endroit chaise. Parler eh maison. Face endroit complètement chasser vide ensemble. Beauté baisser corps vrai droite. Mon faible choix plaindre figure rêver public puis.,"Épargne entreprise, Télétravail partiel, Assurance maladie",134000,"Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual, Project Management",3,12
Department Director,Rodriguez EURL,Agronomy Research,Chief,2025-04-11,2025-05-24,2025-06-23,Agriculture,Tizi Ouzou,Bac,13,CDD,15,Erreur six moindre répondre. Seulement doigt affaire disparaître quatre. Cerveau attirer depuis malheur nombre paix. Courant promettre relation unique. Nourrir entretenir fait tant.,"Voiture de fonction, Formation continue, Crèche d'entreprise",46000,"Arabic/French Bilingual, Report Writing, Project Management, Microsoft Office, Team Leadership",5,11
Department Director,Leclerc EURL,Export Operations,Lead,2025-04-02,2025-05-13,2025-06-12,Agriculture,Skikda,Ingénieur d'État,16,CDI,10,Affaire si certainement. As amuser lune prendre. Qualité voilà propos souvenir éclat. Oeil semaine tandis que étude exécuter. Commander crise frais étendre cour. Danger lequel air paquet.,"Télétravail partiel, Prime de performance, Crèche d'entreprise",93000,"Project Management, Report Writing, Team Leadership, Microsoft Office, Arabic/French Bilingual",5,8
Administrative Manager,Leclerc EURL,E-Learning Platforms,Junior,2025-04-11,2025-05-15,2025-06-14,Education,Tébessa,Ingénieur d'État,17,Freelance,3,Arriver rose maître français suivre passé but. Danser reprendre silence un accent. Gauche amuser plante précéder soir. Brusquement voile déjà morceau.,"Prime de performance, Télétravail partiel, Tickets restaurant",119000,"Team Leadership, Report Writing, Microsoft Office, Project Management, Arabic/French Bilingual",0,9
General Director,Deschamps S.A.S. SARL,General Management,Chief,2025-03-27,2025-04-30,2025-05-30,Manufacturing,Sétif,Ingénieur d'État,14,Stage,10,Distance maison chat fauteuil quartier. Doux chaleur creuser ouvrage corps. Porte retenir tantôt campagne groupe rue espace y. Moyen souvent sou plaisir essayer écouter comme.,"Assurance maladie, Télétravail partiel, Voiture de fonction",135000,"Project Management, Report Writing, Arabic/French Bilingual, Microsoft Office, Team Leadership",4,8
Operations Supervisor,Letellier Bouchet SA SARL,Pipeline Management,Lead,2025-04-20,2025-06-14,2025-07-14,Energy & Petroleum,Laghouat,Bac,18,Alternance,3,Discours dont événement carte. Éternel propre yeux condition étage goût horizon. Trait prévenir réel coucher deux. Position humain du froid.,"Épargne entreprise, Formation continue, Crèche d'entreprise",119000,"Team Leadership, Arabic/French Bilingual, Microsoft Office, Report Writing, Project Management",2,9
Administrative Manager,CNAN,General Management,Junior,2025-04-15,2025-05-21,2025-06-20,Manufacturing,Ghardaïa,Ingénieur d'État,16,Stage,5,Occasion plaindre forcer million différent chat. Lisser barbe sentir valeur rêve. Étaler confondre mentir oser. Prison monde pénétrer rouler main type coucher. Sans chance sang. Établir figure chose eau.,"Prime de performance, Assurance maladie, Tickets restaurant",148000,"Arabic/French Bilingual, Report Writing, Microsoft Office, Project Management, Team Leadership",2,15
Supply Chain Manager,Chauvet S.A.R.L. SARL,Operations,Chief,2025-04-18,2025-05-13,2025-06-12,Public Sector,Biskra,Bac,18,CDI,12,Premier planche passage raison. Métier demi ça énergie boire plus. Bois retrouver joindre simplement cri trace. Trace parler signe quelque. Cours révéler voici erreur matière douze cri.,"Voiture de fonction, Épargne entreprise, Prime de performance",112000,"Report Writing, Team Leadership, Arabic/French Bilingual, Microsoft Office, Project Management",4,9
Department Director,Seguin EURL,General Management,Chief,2025-03-26,2025-04-15,2025-05-15,Transport & Logistics,Naama,Master,19,CDI,15,Occuper se saisir papa. Résultat social pouvoir habitant pleurer préférer. Personne souhaiter bouche carte aucun.,"Télétravail partiel, Crèche d'entreprise, Formation continue",69000,"Team Leadership, Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual",0,13
Operations Manager,Gaillard SARL,Clinical Operations,Mid,2025-04-17,2025-05-04,2025-06-03,Healthcare,Naama,Ingénieur d'État,19,CDD,6,Frère grâce pays ton odeur risquer. Entrer réalité magnifique toute attacher juge dès. Marquer beauté prêter trembler rouge mêler. Science disposer ouvrir repas taire paquet triste. Terme pencher accorder marcher connaître.,"Assurance maladie, Formation continue, Télétravail partiel",29000,"Project Management, Report Writing, Arabic/French Bilingual, Microsoft Office, Team Leadership",0,9
Operations Manager,Sonatrach,Operations,Chief,2025-03-27,2025-04-15,2025-05-15,Telecommunications,Sétif,Master,15,CDI,3,Hors pourtant sûr reprendre. Engager assez soldat parce que avenir. Renoncer soulever remonter ceci composer grâce.,"Tickets restaurant, Formation continue, Assurance maladie",73000,"Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management",3,11
Team Leader,Vincent et Fils SPA,Higher Education,Mid,2025-04-13,2025-05-16,2025-06-15,Education,Algiers,Doctorat,15,Stage,10,Science élément chiffre écouter. Facile puisque sueur fille fort créer passage. Peau dent neuf. Fixe figurer certes acte point exemple crise. Gouvernement journal nom rideau affirmer.,"Formation continue, Tickets restaurant, Assurance maladie",84000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management, Team Leadership",4,12
Operations Manager,Mendès Richard S.A.R.L. SPA,Operations,Lead,2025-04-09,2025-05-08,2025-06-07,Transport & Logistics,Algiers,Master,13,CDI,7,Partout mariage mouvement accuser vol. Oublier papa sauver fin politique faux. Cabinet pénétrer lentement tache pierre parler huit assister.,"Assurance maladie, Crèche d'entreprise, Voiture de fonction",31000,"Project Management, Report Writing, Team Leadership, Microsoft Office, Arabic/French Bilingual",5,15
Project Manager,Djezzy,General Management,Senior,2025-04-08,2025-04-23,2025-05-23,E-Commerce,Constantine,Doctorat,18,Alternance,1,Posséder profondément promettre détacher poursuivre vin. Soutenir passé désormais page un mettre sommet. Doigt vieillard patron est jouer fête île. Seuil mort roman retirer baisser race fruit journée.,"Assurance maladie, Voiture de fonction, Télétravail partiel",143000,"Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office, Report Writing",2,6
Facilities Manager,Mahe SA SARL,Operations,Chief,2025-04-19,2025-04-29,2025-05-29,Manufacturing,Tizi Ouzou,Master,12,Stage,2,Obtenir moyen fille pitié autre colère. Ville fois visite soi inquiéter. Découvrir fuir complet réussir vivant violence. Jeu mesure fait propre centre. Cela dormir compter rose ligne le. Rapidement doucement présenter espérer demain système.,"Épargne entreprise, Formation continue, Tickets restaurant",62000,"Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing",0,15
Department Director,Renault SPA,E-Learning Platforms,Senior,2025-03-29,2025-05-09,2025-06-08,Education,Tlemcen,Doctorat,13,Freelance,6,Honneur souvenir salut. Le défendre parfois poitrine paix tomber. Santé horizon conscience sauvage commander énergie pauvre ensuite.,"Télétravail partiel, Formation continue, Prime de performance",28000,"Arabic/French Bilingual, Report Writing, Microsoft Office, Team Leadership, Project Management",5,7
Project Manager,Algérie Télécom,General Management,Junior,2025-04-09,2025-05-25,2025-06-24,E-Commerce,Laghouat,Licence,15,CDI,10,Éclater considérer ainsi garder distance gros. Presser vieux oncle fatiguer. Pied passé victime secours enfance songer fort. Lourd depuis attacher demeurer arracher situation situation. Notre un arrivée vraiment voisin peur mort.,"Prime de performance, Voiture de fonction, Télétravail partiel",52000,"Report Writing, Arabic/French Bilingual, Microsoft Office, Team Leadership, Project Management",5,9
Production Supervisor,Wagner S.A.S. SARL,Operations,Senior,2025-04-03,2025-04-24,2025-05-24,Aerospace & Defense,Tindouf,Ingénieur d'État,18,Freelance,3,Doute rentrer social on. Silencieux poussière saluer aspect occasion animal comme. Note réfléchir mourir bas.,"Crèche d'entreprise, Tickets restaurant, Formation continue",53000,"Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management",3,9
Supply Chain Manager,Millet SARL,Operations,Mid,2025-03-29,2025-05-27,2025-06-26,Construction,El Tarf,Licence,13,CDI,13,Moi énorme libre. Pencher un beau ça. Élever croiser amuser digne jardin affirmer servir.,"Formation continue, Assurance maladie, Télétravail partiel",106000,"Arabic/French Bilingual, Microsoft Office, Report Writing, Project Management, Team Leadership",5,7
Team Leader,Djezzy,General Management,Mid,2025-03-27,2025-04-22,2025-05-22,Telecommunications,Béchar,Master,16,Freelance,6,D'Autres charger ensemble finir blond. Promener trait sein connaissance aventure considérer. Petit puis train quinze détail coucher secret. Présent oublier tâche compte rouler service dimanche souvenir. Force an plein trouver répondre crise siècle. Île écrire tout chacun qui.,"Prime de performance, Épargne entreprise, Assurance maladie",106000,"Team Leadership, Microsoft Office, Project Management, Report Writing, Arabic/French Bilingual",2,7
Operations Manager,Dubois S.A. EURL,General Management,Lead,2025-04-12,2025-05-25,2025-06-24,Construction,Tiaret,Licence,12,Stage,13,Séparer sept voie que partout. Demi jeune robe penser blanc fonction. Nom vol lutte leur ramener.,"Épargne entreprise, Formation continue, Crèche d'entreprise",117000,"Microsoft Office, Team Leadership, Report Writing, Arabic/French Bilingual, Project Management",4,11
Facilities Manager,Louis et Fils SARL,Operations,Senior,2025-04-11,2025-05-28,2025-06-27,Construction,Blida,Doctorat,20,CDD,3,Lever prix coucher fermer baisser éprouver avouer. Aujourd'Hui importer calmer vieux rond acheter. Source appel petit ciel chaud. Minute fort hier retrouver. Tête monde oncle.,"Télétravail partiel, Épargne entreprise, Assurance maladie",56000,"Project Management, Report Writing, Team Leadership, Arabic/French Bilingual, Microsoft Office",4,11
Supply Chain Manager,Masse EURL,Operations,Junior,2025-04-02,2025-05-26,2025-06-25,Retail,Jijel,Ingénieur d'État,14,Freelance,1,Rentrer véritable déposer de. Monter sauter satisfaire lequel. Lueur être disposer donc approcher goutte calme.,"Formation continue, Voiture de fonction, Prime de performance",139000,"Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership",4,6
Project Manager,Raynaud S.A.S. EURL,Pharmaceutical Development,Mid,2025-04-09,2025-05-24,2025-06-23,Healthcare,Ouargla,Licence,20,CDD,5,Trou veille réflexion pourtant. Rapport auquel toile place. Souffrance mon dresser fusil signe. Action petit musique contenir lettre champ. Fois poursuivre soir.,"Tickets restaurant, Crèche d'entreprise, Formation continue",117000,"Team Leadership, Microsoft Office, Project Management, Arabic/French Bilingual, Report Writing",0,9
Project Manager,Martin Leblanc S.A. SARL,Food Processing,Chief,2025-04-04,2025-05-11,2025-06-10,Agriculture,Djanet,Master,12,Freelance,4,Ce simple ton froid colline accompagner vie. Dont bête cri aussi enfin. Lentement histoire prix beauté rond mensonge nécessaire. Ramasser désirer cruel ensemble.,"Voiture de fonction, Assurance maladie, Formation continue",78000,"Project Management, Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office",0,4
Production Supervisor,Cosider,Operations,Junior,2025-04-09,2025-05-14,2025-06-13,Telecommunications,M'sila,Bac,18,CDD,15,Réfléchir cinquante ramener caresser cause clef frère. Pousser acheter ou bureau. Par chat vous rendre complètement. Visage table folie. Fusil chien charge sans baisser remplacer recherche. Commencer réveiller précis poursuivre heure jeunesse signe.,"Prime de performance, Formation continue, Crèche d'entreprise",109000,"Project Management, Arabic/French Bilingual, Team Leadership, Microsoft Office, Report Writing",2,12
