job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
487,Portfolio Manager,Risk Manager,2025-02-18,2025-02-21,2025-03-23,Finance,Constantine,Licence,15,Alternance,8,"Forex, ESG Investing, Fintech Development, Actuarial Science, Credit Analysis, AML Compliance",0,1,87000
488,VFX Artist,Content Producer,2025-03-17,2025-04-09,2025-05-09,Media & Entertainment,Tébessa,Doctorat,20,Internship,2,"Video Editing (Premiere Pro), Sound Design (Pro Tools), Media Planning, Live Streaming (Twitch), Localization/Dubbing, Virtual Production (Unreal Engine), Sports Broadcasting, Metadata Tagging",0,1,76000
489,Sound Designer,Content Producer,2025-02-14,2025-03-14,2025-04-13,Media & Entertainment,Algiers,No Formal Education,0,CDI,9,"OTT Platforms, Crisis Communication, Influencer Partnerships",0,1,36000
490,Billing Specialist,RF Technician,2025-04-09,2025-04-11,2025-05-11,Telecommunications,Blida,Baccalaureate,12,Alternance,5,"Fiber Optic Technology, Network Provisioning, VSAT Systems, Telecom Billing Systems, Carrier Ethernet, LTE/4G/5G Optimization",0,1,73000
491,Software Engineer,Data Scientist,2025-02-21,2025-02-28,2025-03-30,Information Technology,Jijel,Ingénieur d'État,18,CDD,6,"CI/CD, Prometheus, Node.js, Terraform, GitLab, PostgreSQL, Vue.js, Scrum, Metasploit, Swift, NLP, VPNs, Django",4,8,150000
492,Tour Guide,Tour Guide,2025-04-26,2025-05-23,2025-06-22,Tourism & Hospitality,Jijel,Master,17,Freelance,10,"Destination Management, Hospitality Branding, Guest Services, Customer Relationship Management, Front Office Operations, Sustainable Tourism, Food & Beverage Management, Culinary Arts, Event Management, Revenue Management, Travel Itinerary Planning, Hotel Operations, Hospitality Marketing, Tour Guiding",6,8,60000
493,Quality Assurance Officer,Quality Assurance Officer,2025-03-08,2025-03-12,2025-04-11,Fisheries,Algiers,No Formal Education,0,Alternance,7,"Cold Chain for Seafood, Fisheries Economics, Hatchery Operations",0,1,24000
494,Digital Services Manager,Digital Services Manager,2025-03-03,2025-03-08,2025-04-07,Public Sector,Tlemcen,Doctorat,20,Freelance,3,"Freedom of Information, Public Health Policy, IT for Government, Social Program Management, Urban Planning, Government Auditing, Government Procurement, Policy Impact Evaluation, Digital Identity Systems, Government CRM, Open Data Platforms, Public Finance, Citizen Engagement, Municipal Budgeting, Regulatory Compliance",8,12,70000
495,HSE Specialist,Reservoir Engineer,2025-04-02,2025-04-22,2025-05-22,Energy & Petroleum,Oran,Licence,15,CDI,6,"Geothermal Systems, HSE Compliance, Remote Sensing (LiDAR), Digital Twins, Emissions Monitoring, SCADA Systems, Subsea Engineering, Offshore Operations, LNG Operations",2,4,154000
496,Aquaculture Technician,Quality Assurance Officer,2025-04-06,2025-05-04,2025-06-03,Fisheries,Sétif,No Formal Education,0,CDI,10,"Aquaculture Management, Fisheries Economics, Fisheries Data Analysis",0,1,24000
497,Software Engineer,Software Engineer,2025-04-24,2025-05-04,2025-06-03,Information Technology,Khenchela,Baccalaureate,12,CDD,8,"CISSP, Grafana, IDS, Azure, Stable Diffusion, GitLab CI, Java",0,2,92000
498,E-Commerce Manager,SEO Specialist,2025-04-23,2025-05-18,2025-06-17,E-Commerce,Souk Ahras,Baccalaureate,12,CDI,7,"Sustainable E-Commerce, Email Automation, Cross-Border E-Commerce, Warehouse Automation (WMS), User-Generated Content (UGC), Fraud Detection, Chatbot Development",0,2,61000
499,Project Engineer,Safety Officer,2025-03-15,2025-04-05,2025-05-05,Construction,Algiers,Baccalaureate,12,Internship,3,"Energy Efficiency, Water Management, Facility Management, Safety Audits, Procore Software, Green Certifications",0,1,56000
500,Customs Compliance Officer,Supply Chain Analyst,2025-05-06,2025-05-27,2025-06-26,Transport & Logistics,Batna,No Formal Education,0,CDI,2,"Cold Chain Logistics, TMS Software, Warehouse Management Systems",0,1,42000
501,Hotel Manager,Event Coordinator,2025-03-07,2025-04-04,2025-05-04,Tourism & Hospitality,Annaba,Master,17,CDD,1,"Travel Regulations, Hospitality Branding, Travel Itinerary Planning, Airline Reservations, Hospitality Software (Opera), Hotel Operations, Event Management, Cultural Tourism, Revenue Management, Sustainable Tourism, Tourism Policy, Guest Services, Tour Guiding",6,7,60000
502,Supply Chain Analyst,Logistics Manager,2025-03-20,2025-04-03,2025-05-03,Transport & Logistics,Bejaïa,Ingénieur d'État,18,Alternance,2,"Reverse Logistics, Last-Mile Delivery, Distribution Strategy, Supply Chain Optimization, TMS Software, Logistics Planning, EDI Integration",0,1,75000
503,Data Scientist,Data Scientist,2025-04-03,2025-04-05,2025-05-05,Information Technology,Constantine,Master,17,Alternance,10,"Flask, IDS, TDD, Wireshark, Computer Vision, AWS, C#, Prometheus",0,2,136000
504,Hotel Manager,Tour Guide,2025-04-07,2025-04-11,2025-05-11,Tourism & Hospitality,Laghouat,No Formal Education,0,CDI,3,"Customer Relationship Management, Sustainable Tourism, Culinary Arts",0,1,29000
505,Financial Analyst,Auditor,2025-04-22,2025-05-02,2025-06-01,Finance,Sétif,Ingénieur d'État,18,CDI,2,"IPO Preparation, Insurtech, Financial AI, Behavioral Finance, Private Equity, Regulatory Compliance (SOX), Algorithmic Trading, Real Estate Finance, Audit Techniques, Risk Management (FRM), Fintech Development, M&A",4,7,118000
506,Safety Officer,Quantity Surveyor,2025-04-08,2025-04-18,2025-05-18,Construction,Chlef,Master,17,Freelance,6,"Material Science, Project Management (Primavera), Cost Estimation, Construction Robotics, Prefabrication, Procore Software, Risk Management, BIM (Revit), Sustainable Design (LEED), Road Engineering, Geotechnical Engineering, Green Certifications, Safety Standards, Building Codes, IoT for Smart Buildings",6,10,90000
507,Quality Assurance Officer,Aquaculture Technician,2025-03-04,2025-03-07,2025-04-06,Fisheries,Skikda,Ingénieur d'État,18,Internship,9,"Marine Biology, Hatchery Operations, Sustainable Fishing Techniques, Bycatch Reduction, Oceanographic Survey, Biosecurity in Aquaculture, Aquaponics",0,1,42000
508,Billing Specialist,RF Technician,2025-02-22,2025-03-05,2025-04-04,Telecommunications,Tipaza,Baccalaureate,12,Freelance,8,"BSS/OSS Systems, Spectrum Management, Network Monitoring Tools, Fiber Optic Technology, Microwave Engineering, 5G Network Design, QoS Management",0,2,74000
509,Registered Nurse,Medical Technologist,2025-02-23,2025-03-21,2025-04-20,Healthcare,Algiers,Master,17,Freelance,5,"Health Informatics, Biomedical Engineering, Epidemiology, Health Economics, Wearable Tech, Medical Coding, Medical Device Regulation, Mental Health Apps, Health Insurance, Clinical Trials, Medical Simulation, AI Diagnostics, Medical Imaging (MRI/CT), VR Therapy",6,8,80000
510,Risk Manager,Auditor,2025-02-14,2025-02-21,2025-03-23,Finance,Khenchela,Master,17,Internship,9,"Financial Planning Software, Crowdfunding, Financial Modeling, Wealth Management, CBDCs, Financial AI, Forex",0,1,108000
511,Geologist,Blasting Technician,2025-02-07,2025-02-26,2025-03-28,Mining,Biskra,No Formal Education,0,CDD,8,"Mining Safety Standards, Mining Economics, Drilling Operations",0,1,72000
512,Avionics Engineer,Avionics Engineer,2025-03-22,2025-04-19,2025-05-19,Aerospace & Defense,Annaba,Ingénieur d'État,18,Internship,9,"CAD for Aerospace, Aerodynamics Simulation, Reliability Engineering, Ground Control Systems, Avionics Systems, Systems Engineering, DO-178C Certification",0,1,152000
513,Production Supervisor,Process Technician,2025-03-24,2025-04-07,2025-05-07,Manufacturing,Tébessa,Ingénieur d'État,18,Internship,6,"Additive Manufacturing, Waste Reduction, Digital Twins, Robotics (ROS), 3D Printing, Factory Layout, Materials Management",0,1,66000
514,Tour Guide,Guest Services Manager,2025-02-10,2025-02-21,2025-03-23,Tourism & Hospitality,Béjaïa,Licence,15,Internship,5,"Hospitality Marketing, Customer Relationship Management, Hospitality Branding, Hotel Operations, Tourism Policy, Travel Itinerary Planning",0,1,43000
515,Avionics Engineer,Flight Test Engineer,2025-03-06,2025-03-19,2025-04-18,Aerospace & Defense,Khenchela,Ingénieur d'État,18,CDD,8,"CAD for Aerospace, Military Standards (MIL-STD), Aerospace Materials, Aerodynamics Simulation, Mission Planning, Reliability Engineering, DO-178C Certification, Satellite Communications, Unmanned Aerial Systems, ITAR Compliance, Avionics Systems",4,5,172000
516,Maintenance Engineer,Maintenance Engineer,2025-04-16,2025-05-08,2025-06-07,Manufacturing,Biskra,Ingénieur d'État,18,CDD,1,"Industrial Automation (PLC), ERP (SAP), Smart Factories, IIoT, Additive Manufacturing, Supply Chain Resilience, Production Planning, Digital Twins, Robotics Programming, 3D Printing, CAD/CAM",4,5,76000
517,Fishery Inspector,Quality Assurance Officer,2025-02-13,2025-02-24,2025-03-26,Fisheries,Algiers,Master,17,Internship,3,"Bycatch Reduction, Cold Chain for Seafood, GPS for Fishing, Hatchery Operations, Oceanographic Survey, Sustainable Fishing Techniques, Fish Stock Assessment",0,1,45000
518,Environmental Compliance Officer,Blasting Technician,2025-05-07,2025-05-19,2025-06-18,Mining,Constantine,Licence,15,CDD,2,"Mine Planning, Mining Automation, Mineral Exploration, Mine Reclamation, Geological Mapping, Environmental Impact of Mining, Mine Ventilation, Rock Mechanics, Mineralogy",2,4,125000
519,Risk Manager,Risk Manager,2025-04-24,2025-05-22,2025-06-21,Finance,Sétif,Licence,15,Alternance,4,"Wealth Management, Data Analytics (Power BI), M&A, Behavioral Finance, Financial Modeling, IPO Preparation",0,1,87000
520,Hotel Manager,Hotel Manager,2025-04-12,2025-04-21,2025-05-21,Tourism & Hospitality,Constantine,Licence,15,Freelance,3,"Guest Services, Tour Guiding, Hospitality Accounting, Customer Relationship Management, Airline Reservations, Hospitality Software (Opera), Hotel Operations, Travel Regulations, Travel Itinerary Planning",2,4,48000
521,QA Analyst,Formulation Scientist,2025-03-20,2025-03-25,2025-04-24,Pharmaceuticals,Medea,Licence,15,CDD,5,"Biostatistics, Clinical Trials Management, Pharmacovigilance, Pharmaceutical Marketing, Medical Writing, Stability Testing, CMC Documentation, FDA Submissions, Preclinical Research",2,5,114000
522,Irrigation Specialist,Farm Manager,2025-03-31,2025-04-10,2025-05-10,Agriculture,Annaba,Master,17,CDI,9,"Genetically Modified Crops, Agricultural Economics, Irrigation Systems, Precision Agriculture, Agricultural Policy, Soil Science, Hydroponics, Crop Management, Agricultural Supply Chains, Agricultural Data Analysis, AgriTech Solutions, Post-Harvest Technology, Farm Machinery, Sustainable Farming",6,8,50000
523,Energy Auditor,Grid Integration Specialist,2025-04-10,2025-04-17,2025-05-17,Renewable Energy,Laghouat,Doctorat,20,Alternance,7,"Renewable Energy Economics, Renewable Energy Forecasting, Energy Policy, Energy Efficiency Auditing, Sustainable Design, Battery Storage Systems, Renewable Energy Site Assessment, Energy Simulation",0,1,124000
524,Formulation Scientist,Formulation Scientist,2025-05-06,2025-05-18,2025-06-17,Pharmaceuticals,Oran,Doctorat,20,Internship,7,"Medical Writing, Regulatory Affairs, GLP Standards, Quality Assurance (QA), Clinical Trials Management, Preclinical Research, Drug Formulation, CMC Documentation",0,1,134000
525,Irrigation Specialist,Agri-Tech Developer,2025-04-28,2025-05-04,2025-06-03,Agriculture,Algiers,No Formal Education,0,CDD,6,"Farm Machinery, Soil Science, Irrigation Systems",0,1,24000
526,Network Engineer,Network Engineer,2025-02-13,2025-02-15,2025-03-17,Telecommunications,Biskra,Baccalaureate,12,Freelance,4,"VSAT Systems, VoIP Systems, Microwave Engineering, Telecom Billing Systems, Spectrum Management, LTE/4G/5G Optimization",0,1,73000
527,Energy Auditor,Solar PV Technician,2025-02-23,2025-03-09,2025-04-08,Renewable Energy,Khenchela,Doctorat,20,Freelance,6,"Power Purchase Agreements (PPAs), Net Metering, Wind Turbine Maintenance, Renewable Energy Forecasting, Green Building Codes, Renewable Energy Site Assessment, Biomass Energy Systems, Grid Integration, Battery Storage Systems, Sustainable Design, Inverter Technology, Renewable Energy Economics, Energy Efficiency Auditing, Smart Grid Systems, Solar PV Systems",8,9,130000
528,Mine Engineer,Environmental Compliance Officer,2025-04-05,2025-05-02,2025-06-01,Mining,Sétif,Baccalaureate,12,Internship,1,"Mining Equipment Maintenance, Mine Planning, Geological Mapping, GIS for Mining, Mining Safety Standards, Mining Economics",0,1,92000
529,Telecom Analyst,Billing Specialist,2025-05-07,2025-05-21,2025-06-20,Telecommunications,Oran,Doctorat,20,Freelance,8,"Telecom Billing Systems, IP/MPLS, QoS Management, Network Provisioning, SDN/NFV, Telecom Project Management, Fiber Optic Technology, 5G Network Design, Telecom Regulations, Microwave Engineering, Network Monitoring Tools, VoIP Systems, Network Planning, LTE/4G/5G Optimization, RF Engineering",8,12,120000
530,Content Producer,Sound Designer,2025-03-21,2025-03-27,2025-04-26,Media & Entertainment,Algiers,Doctorat,20,CDI,5,"Ad Tech (Programmatic), VFX (Nuke/Houdini), Media Asset Management (MAM), Social Media Algorithms, Music Production (Ableton), Localization/Dubbing, Newsroom Automation, Digital Journalism, Live Streaming (Twitch), OTT Platforms, Metadata Tagging, Scriptwriting, Platform-Specific Content (TikTok), Copyright Law, Digital Rights Management (DRM)",8,9,80000
531,RF Technician,Billing Specialist,2025-03-24,2025-04-07,2025-05-07,Telecommunications,Medea,Baccalaureate,12,Alternance,9,"LTE/4G/5G Optimization, Network Monitoring Tools, QoS Management, Mobile Core Networks, VoIP Systems, BSS/OSS Systems, Microwave Engineering",0,2,74000
532,Wind Turbine Engineer,Wind Turbine Engineer,2025-04-15,2025-05-04,2025-06-03,Renewable Energy,Algiers,Licence,15,Internship,1,"Renewable Energy Economics, Biomass Energy Systems, Energy Policy, Net Metering, Power Purchase Agreements (PPAs), Wind Turbine Maintenance",0,1,92000
533,Irrigation Specialist,Irrigation Specialist,2025-03-05,2025-03-29,2025-04-28,Agriculture,Tébessa,Doctorat,20,CDD,9,"Genetically Modified Crops, Sustainable Farming, Agricultural Data Analysis, Seed Technology, Irrigation Systems, Hydroponics, Agroforestry, Agricultural Economics, Crop Management, AgriTech Solutions, Livestock Management, Soil Science, Agricultural Policy, Post-Harvest Technology, Farm Machinery",8,10,50000
534,Teacher,Curriculum Developer,2025-03-31,2025-04-23,2025-05-23,Education,Algiers,Master,17,CDD,5,"Blockchain Credentials, Plagiarism Detection (Turnitin), Educational Data Mining, Virtual Classrooms (Zoom), Virtual Labs (Labster), Peer Learning Platforms, Adaptive Learning, AI Tutoring, MOOC Platforms (Coursera), Esports in Schools, Digital Assessments, Learning Analytics, STEM Tools, Gamification (Kahoot), AR/VR Learning",6,10,60000
535,UX/UI Designer,UX/UI Designer,2025-03-21,2025-03-24,2025-04-23,E-Commerce,Annaba,Licence,15,CDD,7,"Heatmap Analysis, Customer Segmentation, User-Generated Content (UGC), Dropshipping, Payment Gateways (Stripe/PayPal), Last-Mile Delivery, Customer Lifetime Value (CLV), Live Streaming Sales, Sustainable E-Commerce",2,5,80000
536,Blasting Technician,Geologist,2025-04-06,2025-04-07,2025-05-07,Mining,Algiers,Master,17,CDI,5,"Tailings Management, Mining Safety Standards, Blasting Techniques, Drilling Operations, GIS for Mining, Mining Automation, Geological Mapping, Mine Reclamation, Slope Stability Analysis, Underground Mining Techniques, Mineral Exploration, Environmental Impact of Mining, Mine Planning, Surface Mining, Ore Processing",6,10,160000
537,Data Scientist,DevOps Engineer,2025-05-04,2025-05-24,2025-06-23,Information Technology,Algiers,Baccalaureate,12,CDD,6,"Matplotlib, Lambda, CompTIA Security+, VPNs, JavaScript, Docker",0,1,89000
538,HSE Specialist,Reservoir Engineer,2025-04-19,2025-05-04,2025-06-03,Energy & Petroleum,Algiers,Doctorat,20,CDD,8,"Drilling Optimization, Waste-to-Energy Tech, Refinery Process Engineering, Subsea Engineering, Carbon Credit Trading, Energy Auditing, Wind Farm Design, HSE Compliance, Geospatial Analysis (GIS), Offshore Operations, Pipeline Leak Detection, Corrosion Engineering, Energy Trading, Remote Sensing (LiDAR), IoT for Oilfields",8,15,200000
539,Inventory Coordinator,Merchandiser,2025-04-06,2025-04-18,2025-05-18,Retail,Sétif,Ingénieur d'État,18,CDI,6,"Omnichannel Strategy, Retail Automation, Click-and-Collect, Sustainability, In-Store Analytics, Supply Chain Visibility, Inventory Management, Retail Analytics, E-Commerce Integration, Loss Prevention, Retail Chatbots, Pricing Strategy, AR Shopping",4,8,60000
540,Environmental Compliance Officer,Blasting Technician,2025-02-09,2025-02-13,2025-03-15,Mining,Annaba,Doctorat,20,CDI,4,"Surface Mining, Slope Stability Analysis, Rock Mechanics, Underground Mining Techniques, Drilling Operations, Mining Automation, Mining Equipment Maintenance, Mine Reclamation, Tailings Management, Mine Ventilation, Environmental Impact of Mining, Mining Economics, Mineral Exploration, Geological Mapping, Ore Processing",8,11,160000
