job title,hiring organization,department,seniority level,date posted,valid through,sector,job location,education requirement,type of contract,available posts,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Project Manager,Sonatrach,Clinical Operations,Lead,2025-04-04,2025-05-13,Healthcare,Skikda,Licence,CDD,15,"Prime de performance, Épargne entreprise, Crèche d'entreprise",104000,"Team Leadership, Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual",0,9
Supply Chain Manager,Duhamel S.A.R.L. SPA,Operations,Senior,2025-04-03,2025-05-26,Public Sector,Jijel,Ingénieur d'État,Freelance,5,"Formation continue, Télétravail partiel, Crèche d'entreprise",67000,"Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing",0,9
Logistics Coordinator,Sonatrach,Operations,Junior,2025-03-30,2025-06-14,Public Sector,Algiers,Doctorat,Stage,6,"Prime de performance, Assurance maladie, Formation continue",129000,"Team Leadership, Microsoft Office, Report Writing, Arabic/French Bilingual, Project Management",1,11
Supply Chain Manager,Diaz SARL SARL,Operations,Chief,2025-04-18,2025-05-29,Mining,Tlemcen,Ingénieur d'État,Stage,7,"Télétravail partiel, Tickets restaurant, Formation continue",107000,"Project Management, Report Writing, Arabic/French Bilingual, Team Leadership, Microsoft Office",2,9
Logistics Coordinator,Garcia EURL,Operations,Senior,2025-04-05,2025-05-25,Mining,Aïn Témouchent,Master,Freelance,1,"Tickets restaurant, Crèche d'entreprise, Épargne entreprise",111000,"Team Leadership, Microsoft Office, Project Management, Report Writing, Arabic/French Bilingual",2,5
Operations Manager,Pascal EURL,General Management,Lead,2025-04-16,2025-06-24,Construction,Tlemcen,Ingénieur d'État,Alternance,15,"Crèche d'entreprise, Télétravail partiel, Voiture de fonction",124000,"Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual, Report Writing",4,4
Operations Manager,Ooredoo Algeria,Research & Development,Lead,2025-04-12,2025-06-23,Education,Tamanrasset,Master,Freelance,10,"Crèche d'entreprise, Assurance maladie, Voiture de fonction",83000,"Project Management, Microsoft Office, Arabic/French Bilingual, Report Writing, Team Leadership",2,4
Production Supervisor,Boulanger S.A. SPA,Operations,Chief,2025-04-12,2025-06-09,E-Commerce,Ouargla,Licence,CDD,5,"Assurance maladie, Crèche d'entreprise, Voiture de fonction",114000,"Project Management, Arabic/French Bilingual, Microsoft Office, Team Leadership, Report Writing",2,6
Supply Chain Manager,CEVITAL,Operations,Mid,2025-04-13,2025-06-09,E-Commerce,Mostaganem,Ingénieur d'État,CDD,5,"Prime de performance, Assurance maladie, Télétravail partiel",28000,"Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing, Team Leadership",3,3
Operations Manager,Barbier SPA,General Management,Junior,2025-04-01,2025-06-14,Tourism & Hospitality,Mostaganem,Ingénieur d'État,Alternance,7,"Télétravail partiel, Prime de performance, Épargne entreprise",86000,"Team Leadership, Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing",5,11
Administrative Manager,Guérin Dumas S.A. SPA,Higher Education,Mid,2025-04-19,2025-06-30,Education,Tébessa,Ingénieur d'État,Alternance,10,"Crèche d'entreprise, Assurance maladie, Formation continue",72000,"Team Leadership, Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual",1,4
Logistics Coordinator,Lefèvre Couturier S.A.R.L. EURL,Operations,Mid,2025-04-24,2025-07-17,Manufacturing,Oran,Bac,CDI,8,"Crèche d'entreprise, Tickets restaurant, Assurance maladie",41000,"Arabic/French Bilingual, Project Management, Report Writing, Microsoft Office, Team Leadership",3,4
Team Leader,Boulanger S.A. SPA,General Management,Chief,2025-03-27,2025-06-12,Fisheries,M'sila,Ingénieur d'État,CDD,6,"Voiture de fonction, Télétravail partiel, Assurance maladie",46000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Report Writing, Project Management",4,5
Administrative Manager,Bernard Petitjean SA SPA,General Management,Chief,2025-03-26,2025-06-18,E-Commerce,Biskra,Master,CDD,14,"Prime de performance, Assurance maladie, Télétravail partiel",56000,"Microsoft Office, Arabic/French Bilingual, Project Management, Team Leadership, Report Writing",1,11
Operations Manager,Cevital Agro-Industry,General Management,Senior,2025-04-24,2025-06-30,Construction,Tizi Ouzou,Bac,CDI,11,"Tickets restaurant, Prime de performance, Crèche d'entreprise",75000,"Microsoft Office, Team Leadership, Project Management, Report Writing, Arabic/French Bilingual",5,10
Department Director,Sonalgaz,Research & Development,Junior,2025-04-02,2025-06-18,Education,In Salah,Bac,Stage,15,"Télétravail partiel, Voiture de fonction, Assurance maladie",100000,"Team Leadership, Microsoft Office, Project Management, Report Writing, Arabic/French Bilingual",0,10
Logistics Coordinator,Sauvage SARL,Operations,Mid,2025-04-05,2025-06-09,Manufacturing,M'sila,Licence,CDD,8,"Formation continue, Assurance maladie, Voiture de fonction",133000,"Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing",4,12
Production Supervisor,Maurice EURL,Operations,Junior,2025-04-18,2025-06-22,Media & Entertainment,Batna,Ingénieur d'État,Freelance,9,"Tickets restaurant, Télétravail partiel, Voiture de fonction",109000,"Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership",5,15
Department Director,Philippe Dias SARL EURL,General Management,Lead,2025-04-08,2025-07-01,Manufacturing,Annaba,Licence,Stage,11,"Tickets restaurant, Crèche d'entreprise, Télétravail partiel",60000,"Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office, Report Writing",2,15
Team Leader,SNVI,Irrigation Technology,Senior,2025-03-29,2025-05-11,Agriculture,Tiaret,Doctorat,Alternance,4,"Formation continue, Assurance maladie, Voiture de fonction",95000,"Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership",0,11
Team Leader,Ruiz SARL,Investment Management,Lead,2025-04-11,2025-07-05,Banking & Finance,Annaba,Doctorat,Stage,2,"Voiture de fonction, Assurance maladie, Télétravail partiel",135000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management, Report Writing",4,11
Production Supervisor,Roux SARL SPA,Operations,Chief,2025-04-07,2025-06-22,Media & Entertainment,Jijel,Bac,CDD,8,"Tickets restaurant, Épargne entreprise, Télétravail partiel",75000,"Arabic/French Bilingual, Project Management, Microsoft Office, Team Leadership, Report Writing",0,6
Facilities Manager,Pichon Maury S.A.S. SPA,Operations,Chief,2025-04-03,2025-06-20,Pharmaceuticals,Biskra,Licence,Freelance,2,"Assurance maladie, Crèche d'entreprise, Prime de performance",148000,"Team Leadership, Report Writing, Microsoft Office, Project Management, Arabic/French Bilingual",1,9
Administrative Manager,Lefèvre Couturier S.A.R.L. EURL,General Management,Chief,2025-04-18,2025-05-30,E-Commerce,Ghardaïa,Ingénieur d'État,Freelance,6,"Télétravail partiel, Tickets restaurant, Formation continue",86000,"Arabic/French Bilingual, Team Leadership, Report Writing, Project Management, Microsoft Office",4,14
Facilities Manager,Philippe Dias SARL EURL,Operations,Lead,2025-04-17,2025-06-25,Construction,Ghardaïa,Doctorat,Alternance,1,"Crèche d'entreprise, Voiture de fonction, Assurance maladie",122000,"Team Leadership, Report Writing, Project Management, Arabic/French Bilingual, Microsoft Office",3,5
Department Director,Philippe Dias SARL EURL,General Management,Junior,2025-03-27,2025-06-24,Pharmaceuticals,Naama,Master,Stage,6,"Télétravail partiel, Épargne entreprise, Formation continue",42000,"Team Leadership, Microsoft Office, Project Management, Arabic/French Bilingual, Report Writing",2,9
Facilities Manager,Gauthier SARL,Operations,Mid,2025-04-04,2025-05-29,E-Commerce,Ouargla,Master,CDI,11,"Assurance maladie, Formation continue, Tickets restaurant",51000,"Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing, Project Management",3,8
Logistics Coordinator,Manadjim El Djazaïr,Operations,Junior,2025-04-24,2025-06-21,Renewable Energy,Chlef,Licence,Alternance,3,"Formation continue, Voiture de fonction, Épargne entreprise",88000,"Arabic/French Bilingual, Project Management, Microsoft Office, Team Leadership, Report Writing",4,10
Facilities Manager,CNAN,Operations,Senior,2025-04-22,2025-05-29,Telecommunications,Tindouf,Doctorat,Stage,3,"Assurance maladie, Formation continue, Crèche d'entreprise",64000,"Project Management, Report Writing, Team Leadership, Microsoft Office, Arabic/French Bilingual",1,5
Administrative Manager,Duhamel S.A.R.L. SPA,General Management,Junior,2025-04-01,2025-06-11,Pharmaceuticals,Tiaret,Bac,Freelance,10,"Télétravail partiel, Épargne entreprise, Tickets restaurant",99000,"Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management",1,3
Logistics Coordinator,Lucas EURL,Operations,Chief,2025-04-18,2025-07-08,Construction,Djanet,Bac,CDD,2,"Formation continue, Tickets restaurant, Assurance maladie",97000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing, Project Management",1,14
Logistics Coordinator,Buisson SPA,Operations,Senior,2025-04-06,2025-07-03,Telecommunications,Tlemcen,Doctorat,Stage,2,"Voiture de fonction, Crèche d'entreprise, Formation continue",93000,"Project Management, Arabic/French Bilingual, Report Writing, Microsoft Office, Team Leadership",2,9
Operations Manager,Mendès EURL,Operations,Chief,2025-04-23,2025-06-10,Transport & Logistics,Mostaganem,Doctorat,Alternance,3,"Formation continue, Tickets restaurant, Assurance maladie",104000,"Arabic/French Bilingual, Microsoft Office, Report Writing, Project Management, Team Leadership",5,12
General Director,Batimétal,Clinical Operations,Chief,2025-04-04,2025-06-22,Healthcare,Jijel,Bac,Alternance,5,"Épargne entreprise, Télétravail partiel, Crèche d'entreprise",104000,"Team Leadership, Report Writing, Arabic/French Bilingual, Microsoft Office, Project Management",2,4
Administrative Manager,Ooredoo Algeria,General Management,Lead,2025-04-24,2025-06-04,E-Commerce,Béchar,Bac,Alternance,12,"Crèche d'entreprise, Formation continue, Épargne entreprise",62000,"Project Management, Arabic/French Bilingual, Microsoft Office, Report Writing, Team Leadership",3,10
Project Manager,Lévêque SARL,General Management,Mid,2025-04-07,2025-06-12,Construction,Skikda,Master,Stage,6,"Prime de performance, Tickets restaurant, Télétravail partiel",32000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management, Team Leadership",2,4
Logistics Coordinator,Mahe Boyer S.A.R.L. SARL,Operations,Mid,2025-04-18,2025-07-14,Public Sector,Sétif,Doctorat,Stage,13,"Épargne entreprise, Formation continue, Prime de performance",30000,"Arabic/French Bilingual, Microsoft Office, Report Writing, Project Management, Team Leadership",4,14
Team Leader,Condor Electronics,Pediatric Care,Mid,2025-04-10,2025-07-03,Healthcare,Sétif,Licence,Stage,4,"Assurance maladie, Prime de performance, Formation continue",135000,"Project Management, Microsoft Office, Team Leadership, Report Writing, Arabic/French Bilingual",0,6
Supply Chain Manager,Schmitt SARL EURL,Operations,Junior,2025-04-11,2025-06-02,Construction,Adrar,Ingénieur d'État,CDI,7,"Formation continue, Télétravail partiel, Crèche d'entreprise",123000,"Microsoft Office, Report Writing, Arabic/French Bilingual, Project Management, Team Leadership",0,10
Team Leader,Buisson SPA,Islamic Finance,Junior,2025-04-24,2025-07-16,Banking & Finance,Batna,Bac,Alternance,4,"Tickets restaurant, Prime de performance, Assurance maladie",118000,"Murabaha Transactions, Sukuk Structuring, Sharia Compliance, Islamic Banking Products, Risk Sharing Models, Takaful Operations",4,15
Department Director,Gérard S.A.S. SARL,General Management,Lead,2025-04-01,2025-06-15,Construction,Batna,Doctorat,CDI,4,"Crèche d'entreprise, Assurance maladie, Télétravail partiel",76000,"Team Leadership, Arabic/French Bilingual, Report Writing, Project Management, Microsoft Office",1,6
Project Manager,Gérard S.A.S. SARL,General Management,Senior,2025-04-21,2025-07-03,Fisheries,Constantine,Licence,Alternance,3,"Crèche d'entreprise, Formation continue, Prime de performance",80000,"Microsoft Office, Team Leadership, Report Writing, Project Management, Arabic/French Bilingual",4,5
Project Manager,Loiseau et Fils EURL,General Management,Junior,2025-04-15,2025-06-27,Media & Entertainment,Saïda,Licence,Alternance,6,"Télétravail partiel, Épargne entreprise, Assurance maladie",120000,"Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management",4,6
Logistics Coordinator,Guérin Dumas S.A. SPA,Operations,Mid,2025-04-06,2025-06-11,E-Commerce,Saïda,Master,CDI,8,"Voiture de fonction, Prime de performance, Épargne entreprise",102000,"Report Writing, Team Leadership, Project Management, Microsoft Office, Arabic/French Bilingual",5,10
Operations Manager,Louis SARL,General Management,Junior,2025-04-23,2025-07-02,Mining,Mostaganem,Licence,Alternance,10,"Prime de performance, Télétravail partiel, Formation continue",75000,"Team Leadership, Project Management, Microsoft Office, Arabic/French Bilingual, Report Writing",5,3
Administrative Manager,Pereira SARL,Clinical Operations,Mid,2025-04-20,2025-07-08,Healthcare,Béchar,Master,CDI,13,"Voiture de fonction, Crèche d'entreprise, Assurance maladie",94000,"Project Management, Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office",5,3
Team Leader,Algérie Télécom,General Management,Senior,2025-03-28,2025-05-20,Aerospace & Defense,Laghouat,Doctorat,Stage,10,"Crèche d'entreprise, Voiture de fonction, Prime de performance",89000,"Arabic/French Bilingual, Report Writing, Team Leadership, Microsoft Office, Project Management",2,8
Department Director,BNA,General Management,Mid,2025-04-04,2025-05-13,Media & Entertainment,Oran,Doctorat,Stage,15,"Télétravail partiel, Voiture de fonction, Crèche d'entreprise",82000,"Team Leadership, Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office",2,13
Project Manager,Ollivier Becker S.A.R.L. SPA,General Management,Senior,2025-04-23,2025-06-29,Public Sector,Oran,Bac,Freelance,11,"Télétravail partiel, Crèche d'entreprise, Assurance maladie",96000,"Report Writing, Arabic/French Bilingual, Team Leadership, Project Management, Microsoft Office",4,10
General Director,Lefèvre Couturier S.A.R.L. EURL,General Management,Chief,2025-03-31,2025-05-15,Pharmaceuticals,Biskra,Doctorat,Stage,5,"Épargne entreprise, Télétravail partiel, Voiture de fonction",129000,"Team Leadership, Project Management, Report Writing, Arabic/French Bilingual, Microsoft Office",2,3
Logistics Coordinator,Sauvage SARL,Operations,Senior,2025-04-17,2025-07-09,Manufacturing,Sétif,Master,Alternance,6,"Assurance maladie, Voiture de fonction, Crèche d'entreprise",30000,"Team Leadership, Project Management, Arabic/French Bilingual, Report Writing, Microsoft Office",0,15
Operations Manager,Air Algérie,Operations,Junior,2025-04-03,2025-05-17,Transport & Logistics,Saïda,Doctorat,Alternance,14,"Prime de performance, Épargne entreprise, Assurance maladie",133000,"Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing, Project Management",4,10
Team Leader,Maurice Hoareau et Fils SPA,General Management,Mid,2025-04-06,2025-05-18,Telecommunications,Tizi Ouzou,Doctorat,Alternance,6,"Tickets restaurant, Crèche d'entreprise, Télétravail partiel",94000,"Team Leadership, Arabic/French Bilingual, Microsoft Office, Project Management, Report Writing",2,11
