job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Supply Chain Manager,Naftal,Operations,Chief,2025-04-06,2025-06-04,2025-07-04,Telecommunications,Illizi,Master,15,Stage,1,Armée race sujet réveiller chaise tenir quelque. Simple celui quand ouvrage tard. Éclater peine supporter remarquer vivant hésiter assez.,"Prime de performance, Assurance maladie, Crèche d'entreprise",161000,"Report Writing, Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office",2,14
Team Leader,Sofiane Pharma,General Management,Mid,2025-04-01,2025-05-14,2025-06-13,Tourism & Hospitality,Djanet,Licence,14,Stage,14,Mieux salut engager. Aussitôt prison attention mince. Doux moitié fonction. Quitter témoin surveiller briller.,"Épargne entreprise, Formation continue, Tickets restaurant",128000,"Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management",0,4
Operations Manager,"شمر, الأيوبي and العفيفي SARL",Operations,Lead,2025-04-13,2025-05-30,2025-06-29,Media & Entertainment,Blida,Bac,17,Stage,12,Retenir autre feuille victime. Goût gouvernement surveiller mais espoir loin. Soldat côté ensemble soi avance mari quelque. Crier détacher chacun mois.,"Tickets restaurant, Assurance maladie, Crèche d'entreprise",207000,"Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual, Team Leadership",1,9
Operations Manager,Blin S.A.S. EURL,General Management,Mid,2025-04-17,2025-05-10,2025-06-09,Construction,Ouargla,Master,20,Freelance,8,وقام أكثر بنقطة أضف منتصف بنقطة الا. جهة تكتيكاً ببحشد الإطلاق البولندي رئيس والحزب. الله الجديدة الخارجية. أراضي فقامت المواد.,"Assurance maladie, Télétravail partiel, Épargne entreprise",221000,"Project Management, Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual",5,12
Project Manager,Sonalgaz,General Management,Senior,2025-04-21,2025-06-17,2025-07-17,Aerospace & Defense,Tlemcen,Bac,19,CDD,14,Guère profond colon roi gros auteur emporter. Nuage sentier devoir poids décider. Toute époque mourir fier nouveau colline.,"Voiture de fonction, Épargne entreprise, Assurance maladie",175000,"Team Leadership, Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office",3,11
Medical Equipment Technician,المملوك-البيسار القعقور SPA,Medical Equipment Maintenance,Junior,2025-04-03,2025-05-03,2025-06-02,Healthcare,Béjaïa,Bac,13,CDD,9,وبغطاء أثره ومضى ما اعلان دول. وانهاء هناك اعلان. غرّة السيطرة بمباركة الله هُزم الشرقية قِبل.,"Épargne entreprise, Prime de performance, Assurance maladie",212000,"Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual, Project Management",0,10
Supply Chain Manager,Cevital Agro-Industry,Operations,Senior,2025-04-05,2025-05-12,2025-06-11,Tourism & Hospitality,Ouargla,Bac,20,Stage,1,المتاخمة احداث الأجل بالتوقيع اتفاقية بشكل. بالشرقي تعد والقرى بقسوة أوراقهم والفرنسي باستحداث. ترتيب بلديهما المتساقطة. المبرمة مشارف أما بشكل وانتهاءً والقرى هناك. مقاومة المعاهدات الخارجية الكونجرس بشكل لها.,"Tickets restaurant, Prime de performance, Formation continue",195000,"Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership",5,9
Logistics Coordinator,Naftal,Operations,Junior,2025-03-27,2025-04-08,2025-05-08,Renewable Energy,El Tarf,Ingénieur d'État,12,CDI,11,ببه بتطويق قادة وبالتحديد مشاركة يكن الجو بمحاولة. العالمية القوى بالثالث بريطانيا ٢٠٠٤ كرسي يعبأ رجوعهم. بلاده فقامت لأداء بأضرار يتبقّ واتّجه لمحاكم. واعتلاء للسيطرة الجنرال.,"Épargne entreprise, Voiture de fonction, Formation continue",81000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management",3,11
Production Supervisor,Carlier SA EURL,Operations,Junior,2025-03-26,2025-05-07,2025-06-06,Transport & Logistics,Timimoun,Bac,20,CDI,14,Savoir preuve ombre boire chaud femme pleurer. Rouge vol vêtir fortune tenter officier parent queue. Étendre claire derrière sombre prison affirmer corps.,"Crèche d'entreprise, Voiture de fonction, Épargne entreprise",218000,"Team Leadership, Project Management, Arabic/French Bilingual, Report Writing, Microsoft Office",1,9
Facilities Manager,خزاعة and Sons SPA,Operations,Senior,2025-04-10,2025-04-30,2025-05-30,Tourism & Hospitality,Constantine,Bac,20,Alternance,12,Endroit remarquer point trop autrement. Bas expression pauvre haine jour cacher tout feuille. Forêt apporter contre prochain. Front double direction. Durant chemise portier travailler ensuite trésor religion. Intelligence ministre aucun terreur autre tenter.,"Voiture de fonction, Prime de performance, Télétravail partiel",193000,"Project Management, Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office",3,6
Operations Manager,كندة and Sons SPA,General Management,Lead,2025-04-07,2025-04-24,2025-05-24,Media & Entertainment,Tébessa,Master,13,CDD,2,Libre peine journée corps voisin. Mensonge note ruine préparer haut chute. Violence faim dur barbe. Habiller milieu moindre vide. Répandre foi repas droit sommeil.,"Tickets restaurant, Télétravail partiel, Crèche d'entreprise",184000,"Team Leadership, Report Writing, Arabic/French Bilingual, Microsoft Office, Project Management",3,8
Operations Manager,Sonalgaz,General Management,Senior,2025-04-16,2025-05-04,2025-06-03,Renewable Energy,In Salah,Doctorat,16,Freelance,5,وبعض فقد الأراضي والعتاد أجزاء لم كان. مليارات بحشد الصين بتخصيص. الأوروبيّون المواد إعلان بولاتّساع أدنى.,"Crèche d'entreprise, Assurance maladie, Épargne entreprise",225000,"Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual, Team Leadership",4,13
Facilities Manager,Tanguy Renaud S.A.R.L. EURL,Operations,Senior,2025-04-16,2025-06-11,2025-07-11,E-Commerce,Timimoun,Doctorat,13,Freelance,12,الأولى الربيع الى حدى بكلّ الى. بسبب أدوات عملية بحيث الأسيوي حتى. يونيو الخاسرة تشيكوسلوفاكيا الإحتفاظ. كلّ أكثر الجو يطول. بعدم الإكتفاء وتنصيب الأرواح قبل لتقليعة.,"Voiture de fonction, Épargne entreprise, Tickets restaurant",107000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing",0,8
Administrative Manager,ENIE,General Management,Mid,2025-04-08,2025-05-05,2025-06-04,Aerospace & Defense,Illizi,Licence,14,CDD,6,استراليا الحرة في اعلان. ذلك بالسادس المحيط وقدّموا. أصقاع تونس تكاليف هناك فصل أوزار لها بقعة.,"Télétravail partiel, Formation continue, Voiture de fonction",238000,"Project Management, Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office",3,13
Learning Experience Designer,ENIE,E-Learning Platforms,Chief,2025-04-09,2025-05-08,2025-06-07,Education,Timimoun,Licence,13,CDI,5,عل عجّل بقادة انه وصغار الإثنان سقطت. ٠٨٠٤ شمال وحتّى التخطيط بالأجل علاقة. تسبب سابق الخارجية وصافرات فشكّل. ٠٨٠٤ السادس بقسوة سقطت اقتصادية العناد بلديهما. تنفّس استمرار المجتمع حلّت الهجوم الصفحة أعمال.,"Télétravail partiel, Formation continue, Épargne entreprise",161000,"Project Management, Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual",4,9
Team Leader,Gaudin SPA,General Management,Lead,2025-04-11,2025-06-07,2025-07-07,Mining,Batna,Ingénieur d'État,13,Alternance,12,الأرضية للصين النفط ب٣٠ ما. أمدها ايطاليا غريمه بالثالث الساحل منتصف. لتقليعة بشكل وفنلندا والنفيس تعديل واندونيسيا ومطالبة. فكانت عرض للجزر الأرواح الدنمارك تزامناً. الأحمر بالجوي بنقطة إعمار النزاع.,"Voiture de fonction, Épargne entreprise, Formation continue",199000,"Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office, Report Writing",2,7
Packaging Specialist,Sofiane Pharma,Food Processing,Chief,2025-04-12,2025-04-28,2025-05-28,Agriculture,Timimoun,Licence,13,CDI,10,قبضتهم لان بتونس أواخر والنرويج أخذ بعشوائية لإعلان. الصفحة باستحداث الحرة دارت قامت لمحاكم قبضتهم الهادي. مشاركة الوراء الحدود. بعشوائية عليها مسرح عالمية بينما. أضف يرتبط سنغافورة وباستثناء المضي الحرة حدى. التجارية بمما هاربر الأوروبيّون مدينة استطاعوا لفرنسا.,"Formation continue, Voiture de fonction, Assurance maladie",113000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing",5,3
Learning Experience Designer,بعلبكي PLC EURL,E-Learning Platforms,Senior,2025-03-29,2025-04-25,2025-05-25,Education,Tlemcen,Master,12,Alternance,12,Passage couleur paix cependant. Fortune fils témoin. Apporter devoir pendre partie consulter. Résultat croix visite rencontre vaincre espoir. Secrétaire froid français perdre.,"Formation continue, Tickets restaurant, Assurance maladie",51000,"Arabic/French Bilingual, Team Leadership, Microsoft Office, Report Writing, Project Management",2,14
Logistics Coordinator,Colin EURL,Operations,Lead,2025-03-28,2025-04-16,2025-05-16,Transport & Logistics,Saïda,Ingénieur d'État,19,CDD,3,الحكم ويتّفق ودول شواطيء انتباه الخاصّة. استرجاع موالية كرسي العمليات كل كلا شيء. مشارف مكن بهيئة الكونجرس عالمية وتم.,"Prime de performance, Crèche d'entreprise, Épargne entreprise",175000,"Team Leadership, Report Writing, Arabic/French Bilingual, Microsoft Office, Project Management",4,13
Supply Chain Manager,قرش Ltd SPA,Operations,Chief,2025-04-19,2025-04-27,2025-05-27,E-Commerce,Chlef,Master,18,CDI,8,التكاليف والكوري ثم حقول. لم عشوائية جورج تاريخ. اسبوعين عن الشرقية الأثناء الإحتفاظ إعمار. الطريق الآخر المتحدة بالعمل. لدحر لأداء بالرغم الأثنان الساحلية استراليا. لأداء تعد والكساد أن وانهاء. الشمل غرّة بعض سقوط الإقتصادية وسوء.,"Tickets restaurant, Télétravail partiel, Voiture de fonction",82000,"Report Writing, Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual",5,12
Safety Training Coordinator,Grenier Fontaine SARL SPA,"HSE (Health, Safety, Environment)",Chief,2025-04-13,2025-04-23,2025-05-23,Energy & Petroleum,Béjaïa,Ingénieur d'État,13,Freelance,6,أسابيع بمما ما أطراف محاولات. أراضي سقوط فاتّبع سياسة ارتكبها الستار بالسادس. والإتحاد الشمال وحلفاؤها بالشرقي. يتم وقرى جعل الإطلاق والحزب أعلنت.,"Assurance maladie, Épargne entreprise, Crèche d'entreprise",208000,"Report Writing, Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual",2,11
Administrative Manager,بنو ليث and Sons SARL,General Management,Junior,2025-04-17,2025-06-09,2025-07-09,Public Sector,Illizi,Ingénieur d'État,20,Stage,14,Position verser hors raison lors moindre intelligence. Fatigue chance est centre titre intention. Long peine mouvement etc.,"Prime de performance, Crèche d'entreprise, Tickets restaurant",44000,"Team Leadership, Report Writing, Project Management, Microsoft Office, Arabic/French Bilingual",5,9
Facilities Manager,بحمدوني-القواسم EURL,Operations,Chief,2025-03-27,2025-05-18,2025-06-17,Manufacturing,Tindouf,Ingénieur d'État,12,Stage,8,الحكم بها أهّل الهادي والكوري. واقتصار والقرى إذ بتصفح. وبعض تحرير بيكن التي نتيجة لها وتزويده. ثمّة والحزب النزاع الحكم الشمال المحيط واُسدل.,"Assurance maladie, Télétravail partiel, Épargne entreprise",99000,"Project Management, Report Writing, Arabic/French Bilingual, Team Leadership, Microsoft Office",0,14
Team Leader,Ooredoo Algeria,General Management,Senior,2025-03-30,2025-05-06,2025-06-05,Renewable Energy,Chlef,Bac,20,Alternance,1,Social liberté peur avec cas doux peser. Spectacle charger un queue défaut apparence immobile. Papier sentier public eh militaire hésiter.,"Télétravail partiel, Voiture de fonction, Tickets restaurant",176000,"Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management, Report Writing",2,12
Mobile UX Designer,المملوك-البيسار القعقور SPA,Mobile Development,Lead,2025-04-01,2025-05-14,2025-06-13,Information Technology,Tamanrasset,Licence,18,Alternance,5,Résoudre y fort signifier. Composer rapide veille cercle planche supporter douleur naître. Ou tache condition trait passer intéresser croiser.,"Épargne entreprise, Assurance maladie, Crèche d'entreprise",179000,"Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office, Report Writing",5,15
