job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Event Planner,Solaris,Operations,Lead,2024-07-31,2024-10-06,2024-10-06,Admin,Blida,1-11 ans,Bac,12,Temps plein,1,"Profil recherché (MIX):
Responsabilités: Network Security; Excel
Profil: Network Security, Customer Service, SEO
Compétences: SEO; Strategic Planning; SQL; Graphic Design
Avantages: Java, Digital Marketing, Maintenance
",,889768 DZD,"Problem Solving, Critical Thinking, Time Management, Teamwork, Communication, Adaptability"
Video Editor,HealthPlus,Marketing,Junior,10 November 2024,2025-01-25,2025-01-25,Finance,Tlemcen,9-12 ans,Master,18,CDD,3,"Profil recherché (EN):
Responsabilités:
- Teamwork
- SQL
- Graphic Design
- Negotiation
Profil: Strategic Planning, Research, Coordination
Compétences: Excel, Customer Service
Avantages: Strategic Planning; Negotiation; Leadership; Budgeting; Digital Marketing
",,322548-583695 DZD,"SQL, Network Security, Java, Python, DevOps, Docker, C++"
Logistics Coord.,Nordic Finance,Legal,Mid,2025-03-21,2025-04-26,2025-04-26,RH,Alger,3-8 ans,Master,18,Temporaire,2,"Profil recherché (EN):
Responsabilités:
- Technical Writing
- Logistics
- Coordination
- Communication
- Leadership
Profil: Graphic Design; Strategic Planning; Machine Learning; Java
Compétences: Customer Service; CAD
Avantages: Budgeting, Python
","Formation continue, Horaires flexibles, Assurance santé",829633 DZD,"Inventory Control, Logistics, Quality Control, Lean Management, Process Optimization, Supply Chain Management"
AI Ethics Consultant,BioGenix,Legal,Chief,17/09/2024,15/11/2024,2024-11-15,Marketing,Oran,1-1 ans,Licence,16,CDD,2,"As Chief AI Ethics Consultant, you'll design strategic projects. Expérience requise: 1-1 ans. Éducation: Licence, 16 ans. Contrat: CDD. Localisation: Oran. Département: Legal.",,87% commission,"Adaptability, Critical Thinking, Teamwork, Time Management, Problem Solving, Communication"
Social Media Mgr,AgriFoods,IT,Chief,"Oct 11, 2024",15/11/2024,2024-11-15,Juridique,Sétif,0-9 ans,Doctorat,20,Alternance,1,"Profil recherché (FR):
Responsabilités:
- Communication
- Maintenance
- Cloud
Profil: Organization; Teamwork; Technical Writing; Data Analysis
Compétences: Leadership; Teamwork
Avantages: Communication; Machine Learning; Data Analysis; Technical Writing; Blockchain
","Horaires flexibles, Participation bénéfices, Assurance santé",295066 DZD,"Social Media, Google Analytics, Content Strategy, Public Relations"
Restaurant Manager,Quantum Dynamics,IT,Chief,"Aug 08, 2024",20 August 2024,2024-08-20,Logistique,Tlemcen,10-12 ans,Licence,16,CDI,5,"Expérience requise: 10-12 ans. Éducation: Licence, 16 ans. En tant que Chief Restaurant Manager, vous serez amené à gérer les relations clients. As Chief Restaurant Manager, you'll manage strategic projects.",Télétravail partiel,267943-443347 DZD,"Inventory Control, Supply Chain Management, Logistics, Process Optimization"
Software Engineer,EduLearn,Sales,Chief,17 June 2024,29 July 2024,2024-07-29,Santé,Télétravail,8-10 ans,Master,18,Temps plein,3,"Expérience requise: 8-10 ans. Éducation: Master, 18 ans. En tant que Chief Software Engineer, vous serez amené à gérer les systèmes. Contrat: Temps plein. Localisation: Télétravail. Département: Sales.","Prime performance, Voiture de fonction",91% commission,"Network Security, Java, Python, Cloud Computing, C++"
PR Officer,Innova Group,Legal,Chief,24/05/2024,22 June 2024,2024-06-22,Logistique,Hybride,8-16 ans,Licence,16,Freelance,3,"Contrat: Freelance. Localisation: Hybride. Département: Legal. En tant que Chief PR Officer, vous serez amené à coordonner les relations clients. As Chief PR Officer, you'll manage critical projects.",Participation bénéfices,851849 DZD,"Adaptability, Time Management, Problem Solving, Teamwork, Communication, Critical Thinking"
UX Designer,CryptoStart,Finance,Junior,25/10/2024,10 January 2025,2025-01-10,Santé,El Oued,6-9 ans,Master,18,Stage,2,"En tant que Junior UX Designer, vous serez amené à gérer les processus. As Junior UX Designer, you'll design critical projects. Contrat: Stage. Localisation: El Oued. Département: Finance.","Voiture de fonction, Ticket Restaurant, Prime performance",175293-448976 DZD,"Typography, Figma, Illustrator, Prototyping"
CMO,EduPrime,Finance,Junior,08/07/2024,25/09/2024,2024-09-25,Santé,Constantine,10-13 ans,Bac,12,Temporaire,10,"Contrat: Temporaire. Localisation: Constantine. Département: Finance. Expérience requise: 10-13 ans. Éducation: Bac, 12 ans. As Junior CMO, you'll perform key projects.",,880996 DZD,"Teamwork, Problem Solving, Adaptability, Time Management, Communication, Critical Thinking"
Software Engineer,AgriGrow,Engineering,Junior,"Feb 01, 2025",16 March 2025,2025-03-16,Ingénierie,Béjaïa,7-7 ans,Doctorat,20,Freelance,5,"Profil recherché (FR):
Responsabilités: Compliance; Java; Network Security; Cloud; Teamwork
Profil: Coordination, SEO
Compétences: Teamwork, SEO, Python, Budgeting
Avantages: Network Security; Graphic Design; Negotiation
","Formation continue, Prime performance, Télétravail partiel",56% commission,"Machine Learning, Python, C++, Network Security, Cloud Computing"
AI Ethics Consultant,RetailSync,Sales,Mid,2025-01-06,06/04/2025,2025-04-06,Ventes,Oran,9-11 ans,Master,18,CDI,10,"Profil recherché (EN):
Responsabilités: Coordination, Compliance, Research
Profil: Communication, Data Analysis
Compétences:
- Cloud
- Customer Service
- Technical Writing
- UX/UI
Avantages: Cloud; Excel; Research; Compliance
",Formation continue,626116 DZD,"Teamwork, Communication, Critical Thinking, Adaptability, Time Management, Problem Solving"
App Developer,GreenEnergy,Operations,Mid,2025-02-14,2025-03-07,2025-03-07,Santé,Ghardaïa,2-8 ans,Master,18,Volontariat,10,"Profil recherché (EN):
Responsabilités: Cloud; Blockchain; Excel
Profil:
- Network Security
- Communication
Compétences: Customer Service; Technical Writing; Excel; CAD; Data Analysis
Avantages: Organization; Python; Excel; Graphic Design; CAD
","Participation bénéfices, Horaires flexibles",30% commission,"SQL, Cloud Computing, Machine Learning, DevOps, Java"
Operations Manager,CryptoStart,Finance,Chief,"Jun 14, 2024",27/07/2024,2024-07-27,RH,Télétravail,9-14 ans,Licence,16,CDD,3,"Profil recherché (EN):
Responsabilités: Communication; Cloud; Compliance
Profil:
- Maintenance
- Digital Marketing
- Graphic Design
- Blockchain
- Cloud
Compétences: Machine Learning, SEO, Digital Marketing, Maintenance, Organization
Avantages: Customer Service; Maintenance; Budgeting; Strategic Planning
","Voiture de fonction, Télétravail partiel, Ticket Restaurant",436507 DZD,"Logistics, Quality Control, Supply Chain Management, Process Optimization, Lean Management, Inventory Control"
Exec. Assistant,FinServe,Legal,Mid,19 July 2024,22 August 2024,2024-08-22,Ventes,Alger,4-4 ans,Master,18,Freelance,1,"Contrat: Freelance. Localisation: Alger. Département: Legal. Expérience requise: 4-4 ans. Éducation: Master, 18 ans. As Mid Exec. Assistant, you'll manage key projects.",Horaires flexibles,À négocier,"Data Entry, Customer Service, Document Control, Office Management, Scheduling"
Logistics Coord.,Global Solutions,Legal,Junior,25/08/2024,2024-09-08,2024-09-08,Ingénierie,Télétravail,8-11 ans,Bac,12,CDI,3,"Profil recherché (EN):
Responsabilités:
- Project Mgmt
- SEO
- Python
- Logistics
- UX/UI
Profil:
- Blockchain
- CAD
- Excel
- SEO
- Digital Marketing
Compétences:
- Compliance
- Teamwork
- Budgeting
- CAD
Avantages:
- Customer Service
- Blockchain
","Horaires flexibles, Formation continue",400026-805122 DZD,"Supply Chain Management, Logistics, Inventory Control, Lean Management, Process Optimization, Quality Control"
Social Media Mgr,CryptoStart,Marketing,Lead,07 August 2024,14/08/2024,2024-08-14,Ingénierie,Sétif,6-14 ans,Licence,16,Freelance,2,"Profil recherché (EN):
Responsabilités: SQL, Leadership
Profil:
- Negotiation
- CAD
Compétences:
- Machine Learning
- Data Analysis
- CAD
- Negotiation
- Python
Avantages:
- Customer Service
- CAD
- Logistics
- Research
- Communication
",Prime performance,À négocier,"Content Strategy, Google Analytics, Public Relations, Email Marketing, SEO, Brand Management"
PR Officer,BioGenix,Sales,Chief,"Nov 28, 2024",21/01/2025,2025-01-21,Santé,El Oued,7-13 ans,Bac,12,Temps partiel,5,"Profil recherché (MIX):
Responsabilités: SEO, Research, Excel, Project Mgmt
Profil: Maintenance; SQL
Compétences: Cloud, Customer Service, Coordination
Avantages: Excel; CAD; SQL; UX/UI
",Participation bénéfices,1% commission,"Adaptability, Problem Solving, Time Management, Teamwork, Communication"
Civil Engineer,RetailSync,Sales,Senior,2025-01-20,08/03/2025,2025-03-08,Juridique,Béjaïa,8-11 ans,Bac,12,Freelance,5,"En tant que Senior Civil Engineer, vous serez amené à superviser les processus. Contrat: Freelance. Localisation: Béjaïa. Département: Sales. As Senior Civil Engineer, you'll lead critical projects.",Horaires flexibles,490072 DZD,"Kubernetes, Python, C++, Docker, DevOps, Java"
Graphic Designer,UrbanDev,IT,Junior,2024-10-02,2024-11-26,2024-11-26,Finance,El Oued,0-5 ans,Doctorat,20,Freelance,10,"Expérience requise: 0-5 ans. Éducation: Doctorat, 20 ans. En tant que Junior Graphic Designer, vous serez amené à gérer les relations clients. Contrat: Freelance. Localisation: El Oued. Département: IT.","Prime performance, Voiture de fonction",257078 DZD,"UX Research, Sketch, Adobe Photoshop, Figma"
Video Editor,TechSphere,HR,Lead,18 March 2025,21/05/2025,2025-05-21,Admin,Hybride,6-10 ans,Bac,12,Temps plein,3,"En tant que Lead Video Editor, vous serez amené à développer les systèmes. As Lead Video Editor, you'll manage innovative projects. Contrat: Temps plein. Localisation: Hybride. Département: HR.",,À négocier,"SQL, Network Security, Java, Python, DevOps, Docker"
Restaurant Manager,EduLearn,Legal,Mid,"Sep 24, 2024",2024-10-01,2024-10-01,Ventes,Béjaïa,1-6 ans,Master,18,Freelance,5,"Contrat: Freelance. Localisation: Béjaïa. Département: Legal. As Mid Restaurant Manager, you'll design critical projects. En tant que Mid Restaurant Manager, vous serez amené à superviser l’équipe.",,293228-715282 DZD,"Supply Chain Management, Process Optimization, Quality Control, Logistics, Lean Management"
Network Admin,EduLearn,Finance,Junior,2024-08-21,2024-09-26,2024-09-26,RH,Blida,6-10 ans,Doctorat,20,Stage,1,"Expérience requise: 6-10 ans. Éducation: Doctorat, 20 ans. Contrat: Stage. Localisation: Blida. Département: Finance. En tant que Junior Network Admin, vous serez amené à gérer les processus.",Télétravail partiel,À négocier,"Cloud Computing, SQL, DevOps, Docker, Machine Learning"
AI Ethics Consultant,AeroSpace,IT,Lead,"Dec 08, 2024",18/02/2025,2025-02-18,Ventes,Sétif,8-9 ans,Licence,16,Temporaire,3,"Profil recherché (FR):
Responsabilités: SEO, CAD, Technical Writing, Compliance, Data Analysis
Profil:
- Network Security
- Cloud
- Negotiation
- Compliance
- Graphic Design
Compétences: Research, CAD
Avantages: SQL; SEO; Cloud
",,219433 DZD,"Adaptability, Teamwork, Problem Solving, Time Management"
Digital Marketer,EduLearn,Marketing,Chief,2024-11-05,2024-12-26,2024-12-26,Marketing,Alger,4-13 ans,Doctorat,20,Temps partiel,10,"As Chief Digital Marketer, you'll lead strategic projects. Expérience requise: 4-13 ans. Éducation: Doctorat, 20 ans. Contrat: Temps partiel. Localisation: Alger. Département: Marketing.",,À négocier,"Machine Learning, DevOps, Cloud Computing, Java, Python, Docker, Network Security"
Data Scientist,NextGen Robotics,Finance,Chief,20/05/2024,2024-08-07,2024-08-07,RH,Blida,9-12 ans,Doctorat,20,Volontariat,2,"Profil recherché (EN):
Responsabilités:
- Budgeting
- Blockchain
- Coordination
- Graphic Design
- Data Analysis
Profil: Java; Machine Learning; Blockchain
Compétences: Research; Network Security; SQL; Blockchain
Avantages:
- Blockchain
- Communication
- Strategic Planning
",,À négocier,"Kubernetes, Java, Machine Learning, Network Security, DevOps, Docker, Cloud Computing"
Data Engineer,Creative Minds,Engineering,Senior,02 May 2024,26 July 2024,2024-07-26,Admin,Annaba,5-10 ans,None,0,Freelance,2,"Contrat: Freelance. Localisation: Annaba. Département: Engineering. As Senior Data Engineer, you'll manage key projects. Expérience requise: 5-10 ans. Éducation: None, 0 ans.","Formation continue, Horaires flexibles, Ticket Restaurant",7% commission,"DevOps, Python, Network Security, Kubernetes, C++, Docker, Java"
Data Scientist,AeroSpace,Finance,Senior,"Jun 18, 2024",2024-07-24,2024-07-24,Logistique,Ghardaïa,2-4 ans,Doctorat,20,CDI,1,"Contrat: CDI. Localisation: Ghardaïa. Département: Finance. En tant que Senior Data Scientist, vous serez amené à coordonner les processus. Expérience requise: 2-4 ans. Éducation: Doctorat, 20 ans.",,707683 DZD,"SQL, Docker, Python, Cloud Computing, C++"
Bioengineer,AlphaTech,Legal,Junior,20/09/2024,22/11/2024,2024-11-22,Finance,Tizi Ouzou,6-11 ans,Doctorat,20,Stage,3,"Profil recherché (MIX):
Responsabilités:
- Blockchain
- Maintenance
- SEO
- Technical Writing
- Teamwork
Profil: Logistics, Maintenance, Excel, CAD
Compétences: Project Mgmt, Excel, Coordination
Avantages:
- Teamwork
- Machine Learning
",,À négocier,"Machine Learning, DevOps, Python, Java, Kubernetes"
Content Writer,EcoBuild,Finance,Senior,2025-01-11,31/03/2025,2025-03-31,Santé,Sétif,8-14 ans,None,0,Freelance,3,"Contrat: Freelance. Localisation: Sétif. Département: Finance. As Senior Content Writer, you'll perform critical projects. Expérience requise: 8-14 ans. Éducation: None, 0 ans.","Participation bénéfices, Voiture de fonction, Ticket Restaurant",601497 DZD,"Machine Learning, Cloud Computing, C++, Kubernetes, SQL, Network Security, Docker"
HR Coordinator,EduLearn,IT,Chief,22 October 2024,03 December 2024,2024-12-03,Ventes,Oran,9-18 ans,Doctorat,20,Volontariat,10,"Profil recherché (MIX):
Responsabilités: UX/UI, Research
Profil:
- Teamwork
- Project Mgmt
- Organization
- Strategic Planning
Compétences:
- Python
- Digital Marketing
- Machine Learning
- Project Mgmt
- Organization
Avantages:
- Graphic Design
- Project Mgmt
- Teamwork
- Python
- Negotiation
","Télétravail partiel, Formation continue",212235-620204 DZD,"Recruitment, Payroll, HRIS, Performance Management"
Logistics Coord.,MarketMinds,Marketing,Senior,19/09/2024,2024-09-30,2024-09-30,Juridique,Alger,5-8 ans,Doctorat,20,Temps partiel,10,"As Senior Logistics Coord., you'll design innovative projects. Contrat: Temps partiel. Localisation: Alger. Département: Marketing. En tant que Senior Logistics Coord., vous serez amené à superviser l’équipe.","Participation bénéfices, Assurance santé, Formation continue",86% commission,"Quality Control, Lean Management, Logistics, Supply Chain Management"
Bioengineer,AlphaTech,Finance,Junior,09 January 2025,23 February 2025,2025-02-23,Santé,Hybride,0-3 ans,Bac,12,CDI,2,"As Junior Bioengineer, you'll lead strategic projects. En tant que Junior Bioengineer, vous serez amené à superviser les systèmes. Expérience requise: 0-3 ans. Éducation: Bac, 12 ans.",Horaires flexibles,À négocier,"Kubernetes, Machine Learning, Cloud Computing, SQL"
Operations Manager,Solaris,Sales,Lead,08/01/2025,26/01/2025,2025-01-26,Ingénierie,Télétravail,2-8 ans,Doctorat,20,Alternance,10,"Profil recherché (EN):
Responsabilités: Technical Writing; Graphic Design; SEO; Blockchain
Profil: Teamwork, Organization, Digital Marketing
Compétences:
- Research
- Graphic Design
Avantages: Project Mgmt, Maintenance, Negotiation
",Ticket Restaurant,À négocier,"Inventory Control, Quality Control, Supply Chain Management, Lean Management, Process Optimization, Logistics"
QA Engineer,GreenEnergy,Finance,Mid,13 April 2025,26 June 2025,2025-06-26,Ventes,Saïda,10-10 ans,None,0,Temps plein,10,"En tant que Mid QA Engineer, vous serez amené à coordonner les processus. As Mid QA Engineer, you'll manage strategic projects. Expérience requise: 10-10 ans. Éducation: None, 0 ans.",Participation bénéfices,701307 DZD,"Python, Machine Learning, C++, SQL"
Researcher,MediCare,HR,Mid,"May 27, 2024",13/08/2024,2024-08-13,Finance,Sétif,4-12 ans,Licence,16,Temps plein,5,"Contrat: Temps plein. Localisation: Sétif. Département: HR. En tant que Mid Researcher, vous serez amené à développer l’équipe. Expérience requise: 4-12 ans. Éducation: Licence, 16 ans.","Participation bénéfices, Prime performance, Assurance santé",56% commission,"Patient Care, HIPAA Compliance, Medical Terminology, Clinical Trials"
Network Admin,BioGenix,IT,Senior,14/09/2024,25 November 2024,2024-11-25,Informatique,Tizi Ouzou,5-15 ans,Doctorat,20,Temporaire,3,"As Senior Network Admin, you'll design key projects. En tant que Senior Network Admin, vous serez amené à coordonner les systèmes. Expérience requise: 5-15 ans. Éducation: Doctorat, 20 ans.",,À négocier,"Cloud Computing, Python, SQL, Machine Learning"
